ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Positive,Negative,Overall,Delta
4991,"Patch Set 3: Code-Review-1(1 comment)I think there's just one file to remove, comment inline.",3,10052,2014/4/4 18:06,2014/3/26 19:58,2014/4/4 18:00,214,MERGED,21,245,2,4,6,1,-1,0,0
4992,"Patch Set 1: Verified+1 Code-Review+1It works for me, The message seems off since there is no way AFAIK to change your workspace.",1,10053,2014/4/7 14:58,2014/4/7 13:08,2014/4/7 13:08,0,MERGED,3,19,4,7,2,1,-1,0,0
4993,Patch Set 1:Actually there are 2 ways to change the workspace: change the eclipse.ini file (replace @noDefault to a actual directory) or use the TRACING_RCP_ROOT environment variable.,1,10053,2014/4/7 18:36,2014/4/7 13:08,2014/4/7 13:08,0,MERGED,3,19,4,7,2,1,-1,0,0
4994,"Patch Set 3: Code-Review-1I think we ought to take another direction while implementing this enhancement. It would be better if we saved git credentials per repository, i.e. as user.name and user.email, rather than saving them into the global git settings. There are two basic issues with your implementation:1. It does not prevent users from being asked over and over again about their git credentials while committing multiple changes.2. Global git settings are being forcefully overridden. The 'remember' check-box should not be active when the credentials are already entered - it that case the user should override them manually in the repository view. Another approach would be to indicate in an obvious manner, that checking the check-box overrides the repository user.name and user.email.",3,10056,2014/3/10 9:48,2014/2/18 11:34,2014/3/10 9:25,477,MERGED,3,23,1,1,13,1,-1,0,0
4995,Patch Set 1:It seems like it might be more useful to preserve the source location when making a copy/link of another trace resource.,1,10057,2014/4/1 18:43,2014/3/26 20:45,2014/4/1 15:57,139,MERGED,12,174,2,4,4,2,-2,-1,0
4996,Patch Set 1: Verified+1 Code-Review+1 IP-Clean+1This looks good to me. I didn't see any related issues in a test run with the TAU plugin.,1,10070,2014/3/28 0:24,2014/3/20 14:43,2014/3/20 14:43,0,MERGED,8,280,3,7,1,2,-1,1,1
4997,"Patch Set 1:Paul, the setVisible does currently not work  Seehttps://bugs.eclipse.org/bugs/show_bug.cgi?id=431990",1,10072,2014/4/7 15:14,2014/4/6 19:26,2014/4/6 19:26,0,MERGED,1,14,3,7,1,1,-1,0,0
4998,Patch Set 1:This has some problems. You shouldn't use non-SNAPSHOT versions for plugins/tests. I'll try to fix this later.,1,10083,2014/4/7 8:15,2014/4/3 12:36,2014/4/3 12:36,0,MERGED,35,96,4,6,2,1,-1,0,0
5000,"Patch Set 4: Code-Review-2(4 comments)Bartek, your patch seems to be fine, however I'd like you to refactor the code to be more re-usable, i.e. extract the line delimiter buffer reader into a separate class extending the buffered reader. This way you should have two utility methods: hasNext() and getLine(), which may return the lines *with* delimiters. Simple checks should suffice to make the code clear, what do you think?",4,10084,2014/3/31 17:36,2014/3/27 0:03,2014/3/31 17:07,113,MERGED,2,111,1,1,11,3,-1,1,2
4999,"Patch Set 7: -Code-ReviewPatch looks good to me. I have one more comment before I can push it to master though. Bartek, please attach the EndingAwareBufferedReader into the server test chain, as, e.g. AllGitTests, so your tests are run at build time.",7,10084,2014/4/3 15:09,2014/4/1 10:07,2014/4/3 14:14,52,MERGED,4,161,1,1,11,2,-1,1,1
5001,Patch Set 2:Next time please add a correct commit message likeBug <bug nr>: <Bug Summary from bugzilla>,2,10088,2014/4/7 9:51,2014/3/21 14:37,2014/3/21 17:17,2,MERGED,2,17,3,5,2,1,-1,0,0
5002,"Patch Set 2:Small formatting remark, missing space between ) and { in two places in GridRowContainerWrapper.js#indexOf",2,10090,2014/4/3 13:17,2014/3/27 22:32,2014/4/3 13:09,158,MERGED,2,79,3,5,4,1,-1,0,0
5004,"Patch Set 1:With this change the only time when a lucene based repository indexes its contents is during the one-time call to open(). If the contents change later on due to edits with an external editor, the user can only see those changes when closing and reopening the view or Eclipse.I see two approaches1. A more generic ""refresh"" method instead of an ""index"" method, with clients implementing as those as they see fit.2. Notifying the repositories to any change. I am not sure how this would be done.This doesn't necessarily has to be done in this change.",1,10096,2014/3/27 11:42,2014/3/26 15:40,2014/3/26 15:40,0,MERGED,4,33,3,6,3,1,-1,0,0
5003,The change could not be merged due to a path conflict.Please rebase the change locally and upload the rebased commit for review.,2,10096,2014/3/27 13:17,2014/3/26 15:40,2014/3/27 13:11,21,MERGED,4,33,3,4,3,1,-1,0,0
5005,Patch Set 8: Code-Review-1(1 comment)One long comment on the handling of open() by the Eclipse* wrapper.,8,10098,2014/3/20 18:14,2014/3/20 16:38,2014/3/20 17:17,0,MERGED,17,722,3,7,10,1,-1,0,0
5006,"Patch Set 8:Spend some further thought on this:The RCP-independent implemenation should have the following properties:- thread-safe- IllegalStateExceptions when core-methods like search are called when the ISnippetRepository is not open. (Opening/closing an already opened/closed repo is fine; I think this mirrors the behaviour of java.util Streams. Also, you never know whether another thread tries to open )- Synchronizes on this when modifying/checking for the open state- close() should block when the IRepository is currently in the process of being opened.Once we have this (and thereby a better understanding of the thread-safety issues) let's come up with requirements for the wrapper.",8,10098,2014/3/21 8:24,2014/3/20 16:38,2014/3/20 17:17,0,MERGED,17,722,3,7,10,3,-1,1,2
5007,Patch Set 8: -Code-ReviewFor thread-safety please have a look at the following change. https://git.eclipse.org/r/#/c/23916/,8,10098,2014/3/26 12:15,2014/3/20 16:38,2014/3/20 17:17,0,MERGED,17,722,3,7,10,2,-1,1,1
5008,"Patch Set 1: Code-Review-1(1 comment)One small comment. I would have updated it, but wasn't sure if we want to.",1,10101,2014/3/24 21:05,2014/3/21 20:20,2014/3/21 20:31,0,MERGED,2,10,3,4,3,1,-1,0,0
5009,Patch Set 1:(3 comments)Review code and remove some extra code callin the removed method.Rebased the code to the latest and I just pushed it,1,10103,2014/3/26 14:11,2014/3/25 10:44,2014/3/25 10:44,0,MERGED,8,516,3,4,4,1,-1,0,0
5010,"Patch Set 3:I don't feel right to push the new code to the master branch. Even if the error reported for the test is not related at all with the change, I'm afraid that it might not run the test properly on the master branch, What should we do in a case like this? I am also positive to push the code",3,10103,2014/3/26 17:24,2014/3/26 14:49,2014/3/26 14:49,0,MERGED,8,575,3,7,4,3,-1,1,2
5011,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1No change since PatchSet 1 reviewed by Maxime; no risk of breaking the build.,2,10106,2014/3/27 9:52,2014/3/24 14:57,2014/3/27 9:52,66,MERGED,3,7,2,4,2,1,-1,0,0
5012,Patch Set 3: Code-Review+2 IP-Clean+1- added link for details about how to add a fragment to Tycho test classpath- fixed indentation,3,10114,2014/3/26 23:50,2014/3/25 15:47,2014/3/26 23:47,32,MERGED,6,30,2,5,3,1,-1,0,0
5013,"Patch Set 1: Code-Review-1I looked a bit closer in this implementation and I realized that the SessionParameter class has the same content than the SessionInfo class. So, I understand that the SessionParameter class is a subset of SessionInfo class, but couldn't we just use SessionInfo for that (or even ISessionInfo in the methods)? For enabling channels I used the IChannelInfo as paremeter too (See enableChannel). As compromize you could use ISessionInfo in SessionParameter class).(I know we talked about it and I agreed with you initially).What do you think?",1,10117,2014/3/21 11:46,2014/3/19 4:56,2014/3/19 7:12,2,MERGED,9,469,3,4,3,1,-1,0,0
5014,"Patch Set 1: Code-Review-1The test fails because it tries to insert null in the map, and ConcurrentHashMap does not support null values or keys.Does the run-time code ever insert null values in there? (hard to tell without annotations ;) ). If no, one option would be to fix the test to not use null values. Another option would be to use a synchronizedMap instead:  fChildren = Collections.synchronizedMap(new HashMap<String, TmfStatisticsTreeNode>());Although this implementation locks ""more"" than the concurrent hashmap (the whole map is locked every time a writer tries to access it, whereas ConcurrentHashMap has more localized locking), it does support null values.",1,10124,2014/3/24 21:52,2014/3/21 13:37,2014/3/21 13:42,0,MERGED,1,4,3,5,4,1,-1,0,0
5015,"Patch Set 1:Oh, I didn't notice the build failure. Even though it doesn't make sense to have null values in the map, I'll change it to Collections.synchronizedMap(), because it does what we want to achieve. Thanks for pointing that out.",1,10124,2014/3/25 11:33,2014/3/21 13:37,2014/3/21 13:42,0,MERGED,1,4,3,5,4,2,-3,-1,-1
5016,"Patch Set 3:Looking closer at the differences between ConcurrentHashMap() and Collections.synchronizedMap(), I realized that the latter is not working for us because iterations over the map using iterators needs to be synchronized on the map. Otherwise we'll get ConcurrentModificationException. Since in the code we do that at several places, we would have to change these iterations to make it thread-safe. Using ConcurrentHashMap we don't have that constraint. The implementation will not cause ConcurrentModificationExceptions during an iteration. So, I changed the patch back to use ConcurrentHashMap(). I removed the failing test cases for null values since null values should not be used. The handling of null values could be improved in another patch.",3,10124,2014/3/25 13:13,2014/3/21 13:37,2014/3/25 12:37,95,MERGED,2,7,3,5,4,2,-3,-1,-1
5017,"Patch Set 3: Code-Review+2 IP-Clean+1Yeah, using synchronizedMap requires to do synchronize(map) when doing iterations. That can get complicated when the map (or Iterable view) is exposed through the API.",3,10124,2014/3/26 17:04,2014/3/21 13:37,2014/3/25 12:37,95,MERGED,2,7,3,5,4,1,-2,-1,-1
5018,The change could not be merged due to a path conflict.Please rebase the change locally and upload the rebased commit for review.,8,10129,2014/3/26 13:38,2014/3/17 8:52,2014/3/26 13:17,220,MERGED,4,369,4,5,9,1,-1,0,0
5019,Patch Set 3: Verified+1 Code-Review-1 IP-Clean+1(9 comments)Please also take into accounts comments made by Axel on patchset 2,3,10133,2014/3/26 9:02,2014/3/14 10:42,2014/3/19 16:28,125,MERGED,9,397,3,4,5,1,-1,0,0
5020,"Patch Set 1: Code-Review-1Copyright header outdated in DropDownHandler. Instead of a call operation ""setData"", the DropDown should use a set operation for synchronizing widget data as other widgets do.",1,10135,2014/3/26 9:34,2014/3/25 10:54,2014/3/25 16:10,5,MERGED,9,2042,3,5,2,1,-1,0,0
5021,"Patch Set 2:Patch Set 2: Handle ""data"" as property instead of method call in DropDownHandler.js.",2,10135,2014/3/26 12:42,2014/3/25 10:54,2014/3/26 11:24,24,MERGED,9,2042,3,7,2,1,-1,0,0
5022,Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Code Tested and reviewedFixed all comments,5,10137,2014/3/26 12:14,2014/3/26 11:12,2014/3/26 11:12,0,MERGED,3,117,2,5,5,1,-1,0,0
5023,Patch Set 4: Verified+1 Code-Review+2The .. -> . and xi -> xmi errors have been corrected.,4,10142,2014/3/26 10:28,2014/3/24 14:40,2014/3/25 16:42,26,MERGED,9,159,2,6,4,1,-1,0,0
5024,"Patch Set 3: Verified-1All integration tests using the local dependency resolver fail; probably these need to be migrated to the p2 resolver first.Also, this there are certain things which are not fully implemented (see TODOs).",3,10144,2014/1/7 12:09,2013/9/23 8:38,2014/1/7 11:51,2547,MERGED,37,1129,2,8,9,1,-1,0,0
5025,Patch Set 1:Sorry about the whitespace changes. I couldn't find a setting to make Eclipse 4.4 behave like previous versions for indenting.,1,10145,2014/3/25 18:15,2014/3/25 14:18,2014/3/25 14:18,0,MERGED,3,141,3,7,2,1,-1,0,0
5026,"Patch Set 4: Code-Review+1 IP-Clean+1Steffen and/or Sam, it would be great if you could take a brief look.  I used the update-versions.sh script to update to 2.1",4,10148,2014/3/25 23:58,2014/3/25 22:10,2014/3/25 22:10,0,MERGED,83,258,4,7,4,3,-1,1,2
5027,Patch Set 4: Code-Review+2EPUB versions should also be updated since the features are published on the regular repository so 1.3 is being released as part of Mylyn 3.11. This can happen in a separate change though.,4,10148,2014/3/26 7:44,2014/3/25 22:10,2014/3/25 22:10,0,MERGED,83,258,4,7,4,1,-1,0,0
5028,Patch Set 4:Note that the EPUB version was recently (7 weeks ago) bumped to 2.0.0 due to API changes. See bugs 388429 and 427395.,4,10148,2014/3/26 7:49,2014/3/25 22:10,2014/3/25 22:10,0,MERGED,83,258,4,7,4,1,-1,0,0
5029,"Patch Set 1:David, considering the WikiText still works with Guava 12, do you really want to make 15 a pre-req? It's probably the safest thing to do but at the same time I wonder if it's worth it until we consume any of the new APIs (which of course is difficult to know since the build only runs against 15).",1,10154,2014/3/21 8:18,2014/3/18 22:56,2014/3/18 22:56,0,MERGED,9,18,3,10,2,2,-2,-1,0
5030,"Patch Set 1:I'd like WikiText to remain current and I'd like integrators to be able to use Guava 15 in stead of 12.  In an OSGi environment it's not critical since applications could simply have both dependencies, but for simple non-OSGi Java applications with a single classpath that would be impossible.  See  https://bugs.eclipse.org/bugs/show_bug.cgi?id=430477 for an example of the kind of problems that can come up.I don't think that we have an easy way to support both 15 and 12, so updating this dependency makes sense to me.  What do you think?",1,10154,2014/3/24 18:09,2014/3/18 22:56,2014/3/18 22:56,0,MERGED,9,18,3,10,2,2,-2,-1,0
5031,"Patch Set 1:I'm not sure I understand. This change forces Guava 15 on integrators rather than giving them more choice. My understanding is that it can be problematic to combine multiple versions of Guava in a product: bug 427862. Generally speaking, version constraints should specify the actual requirements of a bundle and not reflect product packaging concerns so I'd postpone this change until Guava 15 specific APIs are actually used.",1,10154,2014/3/24 18:15,2014/3/18 22:56,2014/3/18 22:56,0,MERGED,9,18,3,10,2,1,-2,-1,-1
5032,"Patch Set 1:I don't see how we can give integrators more choice here, given that Guava 12 and 15 have different major version numbers (Guava 15 cannot currently be used at all since Guava 12 is not compatible).  Based on that my understanding is that there is no choice for integrators at the moment.",1,10154,2014/3/24 19:15,2014/3/18 22:56,2014/3/18 22:56,0,MERGED,9,18,3,10,2,1,-1,0,0
5033,Patch Set 1:The Guava versioning doesn't follow OSGi semantics AFAIK. While not all APIs are backwards compatible in the latest Guava I thought the ones used by Mylyn were so my assumption is that for now Mylyn is compatible with Guava 12-15. If that's not the case we should certainly up the version constraints to require Guava 15. It's the safest thing for sure since that's what we are testing against now.,1,10154,2014/3/24 21:27,2014/3/18 22:56,2014/3/18 22:56,0,MERGED,9,18,3,10,2,2,-2,-1,0
5034,Patch Set 2: Code-Review+2 IP-Clean+1I don't see any way that we can reliably ensure compatibility with both 12.0 and 15.0 without actually building/testing with both versions.  The effort required to do that is high enough that I think we should up the version constraint to 15.0.,2,10154,2014/3/25 21:14,2014/3/18 22:56,2014/3/25 21:12,166,MERGED,9,18,3,6,2,1,-2,-1,-1
5035,Patch Set 2: Code-Review+1It makes sense to me that we keep it simple. Let's require Guava 15 across the board for Mylyn 3.12. We can always go back and consider testing against different versions if needed.,2,10154,2014/3/25 21:30,2014/3/18 22:56,2014/3/25 21:12,166,MERGED,9,18,3,6,2,1,-2,-1,-1
5036,"Patch Set 1: Code-Review+1Steffen, do you know a better way to solve this or should we merge this?",1,10155,2014/3/25 17:03,2014/3/25 9:26,2014/3/25 9:26,0,MERGED,1,1,4,5,2,1,-1,0,0
5037,Patch Set 1:I'm not sure what this change does? That repository is the default anyways and the build worked for me from master: https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-incubator/38/ .,1,10155,2014/3/25 17:24,2014/3/25 9:26,2014/3/25 9:26,0,MERGED,1,1,4,5,2,1,-2,-1,-1
5038,Patch Set 2:Maybe whatever the problem was it has fixed itself? It failed twice from master a couple of weeks ago: https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-incubator/34/console,2,10155,2014/3/25 17:40,2014/3/25 17:27,2014/3/25 17:27,0,MERGED,2,17,3,10,2,1,-3,-1,-2
5039,Patch Set 2:My guess is that Tycho resolves a different version of Mylyn for whatever reason in that workspace. Setting proper version constraints should force the latest (rather than the Helios version). Moving to explicit targets would make resolution much more predictable so we wouldn't see this error.,2,10155,2014/3/25 18:26,2014/3/25 17:27,2014/3/25 17:27,0,MERGED,2,17,3,10,2,1,-1,0,0
5040,Project policy requires all submissions to be a fast-forward.Please rebase the change locally and upload again for review.,1,10156,2014/3/25 17:36,2014/3/14 22:58,2014/3/14 22:58,0,MERGED,1,1,4,9,2,1,-1,0,0
5042,Patch Set 1:This is a more comprehensive fix of bug 430662 compared to https://git.eclipse.org/r/#/c/23625/.  I preserved https://git.eclipse.org/r/#/c/23625/ for now in case there are objections to the approach taken in this patch.,1,10157,2014/3/21 6:16,2014/3/21 6:10,2014/3/21 6:10,0,MERGED,2,73,2,4,5,1,-2,-1,-1
5041,"Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Thanks Sergey, much better than before. I removed the spurious inclusion of the SplitFeedbackOverlay since it only contained a system.out...",5,10157,2014/3/25 18:03,2014/3/24 21:13,2014/3/25 17:35,20,MERGED,1,67,3,5,5,1,-1,0,0
5043,"Patch Set 1:Adding the DND support for the HeapStatus trim solves the issue. I've checked the Eclipse 3.x and it also has got the draggable trimthanks in advance for review,Daniel",1,10164,2014/3/19 14:58,2014/3/19 14:39,2014/3/19 14:39,0,MERGED,3,14,3,6,3,1,-1,0,0
5044,"Patch Set 1: Code-Review+1 IP-Clean+1 Verified+1(2 comments)This is just introducing a constant which was used before as String, so I think it is save to do.",1,10164,2014/3/19 15:10,2014/3/19 14:39,2014/3/19 14:39,0,MERGED,3,14,3,6,3,2,-1,1,1
5045,Patch Set 3: Verified+1 Code-Review+2 IP-Clean+1Nice one ! Thanks for also cleaning up the string use...,3,10164,2014/3/25 15:10,2014/3/19 14:39,2014/3/25 15:09,144,MERGED,3,14,2,4,3,2,-1,1,1
5046,"Patch Set 1:Comment from Laurent Redor on the previous version of the patch set (https://git.eclipse.org/r/#/c/22940/)> org.eclipse.sirius.diagram.business.api.query.> DiagramDescriptionQuery.isHeaderSectionEnabled() to access  > SiriusDiagramPreferencesKeys.PREF_DISPLAY_HEADER_SECTION> But globally, I'm not sure is a good idea to access > preferences in the diagram UI plugin instead of the> diagram Core plugin (from DiagramPlugin instead > SiriusDiagramEditorPlugin). The keys are always in Core > plugin, there is ambiguity.UI and Non-UI diagram preferences are mixed in both diagram plugins, a proper separation will be done in Bug 430676",1,10166,2014/3/24 10:23,2014/3/24 10:13,2014/3/24 10:13,0,MERGED,62,530,2,4,4,2,-1,1,1
5047,"Patch Set 1: Code-Review-1 IP-Clean+1(2 comments)Thanks Dmitry, great patch! Two minor comments about whitespaces. Please resubmit and I will accept.You can add a new patch set by including the same change id in the commit message (just copy the current commit message.)",1,10167,2014/3/24 8:44,2014/3/23 19:49,2014/3/23 19:49,0,MERGED,1,23,3,4,2,4,-1,1,3
5048,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1A near perfect patch Dmitry! Thank you for your work.,2,10167,2014/3/25 15:20,2014/3/25 13:43,2014/3/25 13:43,0,MERGED,1,22,3,5,2,3,-1,1,2
5049,"Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Adjust comment, rebase and compileok, ready to be pushed",2,10174,2014/3/25 13:45,2014/3/25 13:26,2014/3/25 13:26,0,MERGED,1,3,2,5,2,1,-1,0,0
5050,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1(1 comment)Cool! There won't be any bugs left if you keep up this pace ;) I have added one remark in the code but accepted the patch. Thanks Mirko!,1,10175,2014/3/25 13:28,2014/3/25 13:00,2014/3/25 13:00,0,MERGED,2,63,3,6,1,3,-1,1,2
5051,Patch Set 1:fix bugs is cool. I'm having fun. I'm glad to be helpful in this project.Thanks to you Wim,1,10175,2014/3/25 13:36,2014/3/25 13:00,2014/3/25 13:00,0,MERGED,2,63,3,6,1,2,-1,1,1
5052,"Patch Set 1:(1 comment)Almost perfect. Thanks. Only ExtensionParameterValues was not depreated, can you revert for this file to the previous version?",1,10177,2014/3/24 16:01,2014/3/24 15:38,2014/3/24 15:38,0,MERGED,25,173,3,4,3,2,-1,1,1
5053,"Patch Set 1:The commit message could be clearer on why this is needed. The way I understand this, the change is required to respect changing states like hover and enabled, but why for custom variant? Is it because in the protocol addLink is called before the custom variant is set? And/Or because the custom variant is changed in later requests?",1,10181,2014/3/24 15:13,2014/3/24 12:01,2014/3/24 12:01,0,MERGED,2,28,3,5,3,1,-1,0,0
5054,"Patch Set 1:(In reply to comment #5)> Is this a recent regression? Or just something you noticed?This was reproducible with IE before, and now (after the refactorings in change 23715) also in Chrome.",1,10182,2014/3/24 16:14,2014/3/24 9:56,2014/3/24 9:56,0,MERGED,2,12,3,9,1,1,-2,-1,-1
5055,"Patch Set 1:If you look at the original version when the URL is set in the mailer it was returned verbatim. code2cloud guys parsed the URL. Do you know what is the login behind parsing this URL, instead of sending it verbatim as set in the mailer?",1,10194,2014/3/21 5:18,2014/3/21 1:10,2014/3/21 1:24,0,MERGED,1,45,2,9,1,1,-1,0,0
5056,"Patch Set 1:I mean the version before 2013-04-25 Fix: 406604 It was simply the following.  Don't know why it was changed by code2cloud guys. IMO, what ever user set must be used verbatim. If we want to validate, it should be done in the mailer, not here. public String getRootUrl() {        // for compatibility. the actual data is stored in Mailer        String url = Mailer.descriptor().getUrl();        if (url != null) {            return url;        }        StaplerRequest req = Stapler.getCurrentRequest();        if (req != null) {            return getRootUrlFromRequest();        }        return null;    }",1,10194,2014/3/24 22:30,2014/3/21 1:10,2014/3/21 1:24,0,MERGED,1,45,2,9,1,1,-1,0,0
5057,Patch Set 1:These are all community changes - code2cloud hasn't done anything here. This change is just making sure part after host and port is considered - previous fixes were ignoring it. Might have regressed in previous fixes if original behaviour was as you described.,1,10194,2014/3/24 22:58,2014/3/21 1:10,2014/3/21 1:24,0,MERGED,1,45,2,9,1,1,-1,0,0
5058,"Patch Set 1:I did the port from DCS to community with out knowing Code2cloud guys have changed here. Anyway, you changes looks good to me. I'll push it",1,10194,2014/3/24 23:00,2014/3/21 1:10,2014/3/21 1:24,0,MERGED,1,45,2,9,1,2,-1,1,1
5059,"Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1I did the port from DCS to community with out knowing Code2cloud guys have changed here. Anyway, you changes looks good to me. I'll push it",1,10194,2014/3/24 23:01,2014/3/21 1:10,2014/3/21 1:24,0,MERGED,1,45,2,9,1,2,-1,1,1
5060,Project policy requires all submissions to be a fast-forward.Please rebase the change locally and upload again for review.,2,10201,2014/3/11 17:27,2014/1/20 11:50,2014/1/20 11:51,0,MERGED,4,8,4,6,3,1,-1,0,0
5061,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1Looks good. BTW it should work behind a proxy if you set the https_proxy env var.,1,10202,2014/3/11 15:51,2014/3/7 21:21,2014/3/7 21:23,0,MERGED,1,4,3,5,2,2,-1,1,1
5062,"Patch Set 1:> BTW it should work behind a proxy if you set the https_proxy env var.Ok, I'll try it. I thought having the https proxy setting in my .m2/settings.xml would be enough?",1,10202,2014/3/11 17:19,2014/3/7 21:21,2014/3/7 21:23,0,MERGED,1,4,3,5,2,1,-1,0,0
5063,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1Looks good: this is the same fix that's already in the (non-UI) EventObjectSupplier.,1,10203,2014/3/11 16:24,2014/3/11 8:20,2014/3/11 8:20,0,MERGED,1,5,5,8,2,1,-1,0,0
5064,Patch Set 1:If this is already in our code base in the other supplier you can submit this.,1,10203,2014/3/11 16:27,2014/3/11 8:20,2014/3/11 8:20,0,MERGED,1,5,5,8,2,1,-1,0,0
5065,Project policy requires all submissions to be a fast-forward.Please rebase the change locally and upload again for review.,1,10203,2014/3/11 16:29,2014/3/11 8:20,2014/3/11 8:20,0,MERGED,1,5,5,8,2,1,-1,0,0
5066,The change could not be merged due to a path conflict.Please rebase the change locally and upload the rebased commit for review.,2,10207,2014/3/11 14:11,2014/2/28 16:26,2014/3/7 20:20,171,MERGED,5,55,4,6,4,1,-1,0,0
5067,Patch Set 1: Code-Review-1This is a work in progress. This needs a unified search functionality so that all ISnippetRepositories can be searched the same way.,1,10209,2014/2/18 16:17,2014/2/18 16:15,2014/2/18 16:15,0,MERGED,4,54,2,3,7,1,-1,0,0
5068,"Patch Set 3:Johannes, have a look at the build.properties of o.e.r.injection. Maybe jars.extra.classpath solves your problem.",3,10209,2014/3/10 20:06,2014/2/18 16:15,2014/3/10 20:02,483,MERGED,10,227,3,4,7,1,-1,0,0
5069,"Patch Set 7: Code-Review+1Looks good. The only thing that we may need to improve in the future is the fact that hasSnippet(UUID) (I like this method in the interface, BTW) becomes extremely slow when the snippets no longer fit into the cache.",7,10209,2014/3/11 14:14,2014/2/18 16:15,2014/3/11 14:02,501,MERGED,12,295,3,6,7,2,-1,1,1
5070,"Patch Set 1:I'm not able to reproduce the issue in the bug report. However, I loaded a GDB trace in my environment and it worked fine. Is 1 second enough? CDT has a default of 10 seconds (which I would see as too much).",1,10212,2014/3/7 14:36,2014/3/6 22:57,2014/3/6 22:57,0,MERGED,1,30,3,4,4,3,-2,1,1
5071,The change could not be merged due to a path conflict.Please rebase the change locally and upload the rebased commit for review.,1,10225,2014/3/11 10:35,2014/3/10 12:58,2014/3/10 12:58,0,MERGED,1,56,4,6,2,1,-1,0,0
5072,Patch Set 3: Verified+1 Code-Review+2 IP-Clean+1I rebased and added the @since tags.Thanks Xavier.,3,10226,2014/3/11 11:07,2014/2/26 15:13,2014/3/11 11:06,307,MERGED,3,47,2,4,4,2,-1,1,1
5073,Patch Set 1: IP-Clean+1 Code-Review+2Trivial change that forces the generation of a new RAP Tools feature qualifier.,1,10227,2014/3/11 11:00,2014/3/11 12:00,2014/3/11 10:49,-1,MERGED,2,2,2,5,1,1,-1,0,0
