ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,PREDICTED
14208,Patch Set 4: Code-Review+1 Verified+1Worked fine for me.,4,11948,2015-06-26 17:34:30,2015-06-08 06:24:52,2015-06-24 06:55:45,58,MERGED,2.0,49.0,6,8,4,positive
14210,Change has been successfully cherry-picked as 618fd9d91a87113a1fbb5f829bd0d61207ff78af by Katarina Behrens,4,11948,2015-07-28 09:10:40,2015-06-08 06:24:52,2015-06-24 06:55:45,818,MERGED,2.0,49.0,6,8,4,positive
14242,Change has been successfully pushed.,2,11977,2015-07-26 13:39:09,2015-07-17 15:16:12,2015-07-20 08:23:21,149,MERGED,1.0,5.0,2,2,2,positive
14257,Patch Set 1: Verified+1Tsh...it's insane to rejecting this on the grounds of unit tests when:a) there is no infrastructure to test this kind of problems easily and suggesting the contributor build one up is just an overkill (to check his 6 line fix)b) suggesting a unstable method of testing that is disabled unless you enable it with a special --enable-chart-tests because well - it does not work?(Tried to create the XShape test - given up as it failed to successfully pass with document and dumped reference)First I want this patch in.. later I'll try to find a way to reliably test this.,1,11989,2015-07-24 16:17:45,2015-06-17 13:15:07,2015-06-17 13:26:17,890,MERGED,1.0,8.0,7,10,1,positive
14262,Change has been successfully cherry-picked as 738be269bfc795400fcb10d4eefb6c33b17bded4 by Eike Rathke,4,11991,2015-07-24 14:33:28,2015-07-23 07:52:59,2015-07-24 09:52:17,4,MERGED,6.0,75.0,4,5,4,positive
14305,Change has been successfully cherry-picked as cdd699eacf853192686095399433384109e565a2 by Thorsten Behrens,1,12030,2015-07-22 17:50:05,2015-07-21 21:07:44,2015-07-21 21:07:44,20,MERGED,1.0,4.0,6,7,1,positive
14307,Change has been successfully cherry-picked as 786573068dce1f71c53057f98b5822c401c9f3ff by Caol├ín McNamara,1,12031,2015-07-22 16:12:25,2015-07-22 08:24:53,2015-07-22 14:00:24,2,MERGED,7.0,41.0,4,7,1,positive
14316,Change has been successfully cherry-picked as 96d44c9b077a6cc8068067a795dc63248ab90fea by Noel Grandin,2,12037,2015-07-22 13:03:04,2015-07-22 08:20:03,2015-07-22 11:36:34,1,MERGED,130.0,871.0,3,5,2,positive
14320,Change has been successfully cherry-picked as ed9d6ef1e647b574f58ba870d71a4291d958c0ad by Miklos Vajna,2,12041,2015-07-22 07:43:14,2015-07-21 15:49:21,2015-07-22 07:27:46,0,MERGED,3.0,12.0,3,5,2,positive
14322,Change has been successfully cherry-picked as b975aceec3c5f101916b525c10c44408b3e9da9d by Noel Grandin,1,12043,2015-07-22 07:02:21,2015-07-21 12:20:18,2015-07-21 13:48:15,17,MERGED,131.0,775.0,3,5,1,positive
14350,Patch Set 1:(1 comment)Please combine this with a change actually making use of it; makes it easier to review.,1,12069,2015-04-22 07:38:00,2015-04-22 01:51:04,2015-04-22 01:51:04,5,MERGED,4.0,134.0,4,7,2,positive
14359,Change has been successfully cherry-picked as 0619ed6d9cbc49cf0fbc90438d00950abca9abd0 by Thorsten Behrens,3,12074,2015-07-20 20:42:28,2015-07-20 10:45:12,2015-07-20 12:25:10,8,MERGED,2.0,64.0,4,5,3,positive
14374,Patch Set 1: Code-Review-2CF ESC minutes - the request from the translators was (IIRC) not to push this in at the last minute before 5.0.0 since they'd have no time to test it -> -2Thanks !,1,12087,2015-07-16 08:54:28,2015-07-16 02:07:16,2015-07-16 02:16:30,6,MERGED,36.0,21520.0,4,6,2,positive
14377,"Patch Set 1: Code-Review+1Actually, Michael, it was me as a localizer asking on the l10n list not to include it with the last intended RC (RC5) but already with one before (RC4), so that we localizers have at least a week to test it. So if you are referring to my plead, you totally misread it - I actually support inclussion of this code ASAP. Thanks.",1,12087,2015-07-17 20:52:02,2015-07-16 02:07:16,2015-07-16 02:16:30,42,MERGED,36.0,21520.0,4,6,2,positive
14435,Change has been successfully cherry-picked as aa7779ca3b8f690c3e62690d735a597c933e7e74 by Christian Lohmaier,2,12135,2015-07-18 13:00:01,2015-05-11 13:15:57,2015-07-18 12:41:05,0,MERGED,31.0,1166.0,2,3,2,positive
14476,Change has been successfully pushed.,5,12173,2015-07-16 10:39:04,2015-06-22 10:56:10,2015-07-16 10:35:30,0,MERGED,13.0,615.0,2,4,5,positive
14480,Patch Set 1: Code-Review+2 Verified+1Thanks Caolan ! =),1,12175,2015-07-16 08:53:27,2015-07-15 16:10:24,2015-07-16 07:21:15,1,MERGED,3.0,25012.0,4,5,1,positive
14488,Patch Set 1: Code-Review+2 Verified+1Thanks ! makes perfect sense =) sorry to quibble.,1,12181,2015-07-16 11:43:31,2015-07-13 15:18:41,2015-07-13 15:22:25,68,MERGED,1.0,14.0,4,7,1,positive
14527,Change has been successfully pushed.,2,12210,2015-07-16 06:17:15,2015-07-15 14:10:19,2015-07-16 06:15:18,0,MERGED,1.0,34.0,2,4,2,positive
14535,Change has been successfully cherry-picked as 5a61d7f049a81d6e747d9d097f364ae45f58697b by Thorsten Behrens,4,12218,2015-07-15 23:50:56,2015-06-30 19:51:41,2015-07-08 16:39:18,175,MERGED,2.0,10.0,4,6,4,positive
14567,Change has been successfully cherry-picked as 82da70787ac12ec9d5791eeac6b48535737ad5b3 by Noel Grandin,3,12242,2015-07-15 07:45:27,2015-07-14 12:04:41,2015-07-15 07:01:19,0,MERGED,18.0,98.0,3,5,3,positive
14577,Change has been successfully pushed.,1,12250,2015-07-14 15:59:02,2015-07-14 15:49:44,2015-07-14 15:54:31,0,MERGED,4.0,44.0,2,5,1,positive
14686,Change has been successfully cherry-picked as b5c3895505d506cef4ee1fb81280a4bcaf070067 by Adolfo Jayme Barrientos,1,12353,2015-07-10 14:32:42,2015-07-08 22:18:04,2015-07-09 00:31:37,38,MERGED,1.0,20.0,2,2,1,positive
14703,Change has been successfully cherry-picked as 55b09bd09d1c84de64140949ae9b70e9564a6cd7 by Stephan Bergmann,1,12366,2015-07-10 06:57:44,2015-07-07 10:19:09,2015-07-08 15:41:04,39,MERGED,7.0,1853.0,5,7,1,positive
14762,Change has been successfully pushed.,10,12415,2015-07-08 14:52:15,2015-07-06 00:09:24,2015-07-08 14:51:54,0,MERGED,1.0,245.0,2,4,10,positive
14776,Change has been successfully cherry-picked as 7079f691a31caffff380610b3c77a2faa0bcf0b3 by Michael Meeks,2,12425,2015-07-08 13:37:51,2015-07-07 21:35:46,2015-07-08 10:27:34,3,MERGED,2.0,13.0,4,6,2,positive
14820,"Patch Set 1:yeah, it improves situations like:https://help.libreoffice.org/File:Sc_snapframe.pngwith every major release, the images get reuploaded. ;-)",1,12460,2015-06-10 11:37:37,2015-06-09 01:54:20,2015-06-09 01:54:20,33,MERGED,1.0,51.0,3,6,1,positive
14832,"Patch Set 4:(2 comments)Eike,Thank you for patching my 'imperfections'.I will start doing the same (unify code duplication) for ScCount.",4,12467,2015-07-07 08:01:09,2015-04-17 09:06:30,2015-06-26 09:11:24,262,MERGED,3.0,310.0,3,6,5,positive
14840,Change has been successfully cherry-picked as 2a51dd6aca55a92d8751b67cdf7a5a6ab8c38237 by Miklos Vajna,2,12475,2015-07-07 07:17:23,2015-07-03 17:45:16,2015-07-04 04:22:22,74,MERGED,5.0,177.0,3,4,2,positive
14841,Change has been successfully cherry-picked as bb9d628552d7a91680ef04c08b1f49cee4ada6bf by Stephan Bergmann,4,12476,2015-07-07 07:00:09,2015-07-05 02:02:35,2015-07-06 23:50:15,7,MERGED,1.0,24.0,5,6,4,positive
14869,Change has been successfully pushed.,4,12501,2015-07-06 07:16:38,2015-07-06 07:09:41,2015-07-06 07:16:02,0,MERGED,5.0,44.0,2,4,4,positive
14920,Change has been successfully cherry-picked as 4802bf32b84655f6e1d3389070c76371ede8fbce by Miklos Vajna,1,12548,2015-07-03 16:40:59,2015-06-24 20:02:57,2015-06-26 12:46:36,171,MERGED,7.0,241.0,4,6,1,positive
14947,Change has been successfully cherry-picked as d97f2ae363f26a6bfaa6da854d2c6721043114f8 by Caol├ín McNamara,3,12568,2015-07-02 15:51:49,2015-06-30 11:09:32,2015-07-02 13:47:08,2,MERGED,6.0,117.0,4,5,3,positive
14964,"Patch Set 6:Uhm, now that you mention it, that's a nicely worded hint that the change introduces a regression. :-/What exactly would you need, a test document that uses VML (e.g. produced by word 2007) and has 3 textboxes linked with each other?",6,12582,2015-07-01 12:22:37,2015-06-30 09:55:18,2015-07-01 12:19:56,0,MERGED,6.0,159.0,4,8,6,positive
14967,Change has been successfully cherry-picked as 091fe76b6329b4bb974987554369cbfadd8f2401 by Miklos Vajna,6,12582,2015-07-02 10:07:24,2015-06-30 09:55:18,2015-07-01 12:19:56,21,MERGED,6.0,159.0,4,8,6,positive
14990,Change has been successfully cherry-picked as 6c76a0a84785b48c29687e6d31b8229a230563d8 by Caol├ín McNamara,2,12602,2015-06-30 11:50:10,2015-05-29 07:10:21,2015-05-29 11:50:18,767,MERGED,1.0,10.0,4,7,2,positive
15002,Change has been successfully pushed.,1,12613,2015-06-30 10:25:50,2015-06-29 11:22:08,2015-06-29 11:22:08,23,MERGED,1.0,7.0,2,2,1,positive
15087,Change has been successfully cherry-picked as 60e38140db23ce714b172f8e60d71da4e4c495e5 by Michael Stahl,2,12680,2015-06-26 11:45:41,2015-06-02 15:49:48,2015-06-26 10:07:40,1,MERGED,18.0,2328.0,4,5,2,positive
15113,Change has been successfully cherry-picked as a8228c4950eda9310382c8f773ade578367ca501 by Michael Stahl,2,12704,2015-06-25 19:20:13,2015-06-25 17:34:42,2015-06-25 19:16:20,0,MERGED,2.0,39.0,3,5,2,positive
15124,Change has been successfully cherry-picked as 707ef3171a096787b2f7a4c221e60962f05e7d01 by Michael Stahl,2,12712,2015-06-25 10:25:44,2015-06-08 21:32:14,2015-06-08 21:59:09,396,MERGED,1.0,62.0,3,4,2,positive
15139,Change has been successfully pushed.,4,12725,2015-06-24 19:38:12,2015-06-23 13:20:57,2015-06-24 17:35:24,2,MERGED,2.0,224.0,2,2,4,positive
15141,Change has been successfully pushed.,1,12727,2015-06-24 14:19:15,2015-06-24 13:40:44,2015-06-24 13:48:21,0,MERGED,7.0,615.0,2,4,1,positive
15155,Patch Set 3:thanks for verify the patch. I will have a look into galaxy maybe I can make new galaxy icons too.but not in the next days because my wife had a big exam and I have to support her.please leave the patch as it is. I will make the galaxy part. hope the xml files are ready to show the icons. I will make the icon part. ok,3,12736,2015-06-24 06:43:57,2015-06-23 22:54:48,2015-06-23 23:18:35,7,MERGED,10.0,0.0,3,7,3,positive
15176,Change has been successfully pushed.,1,12754,2015-06-22 21:24:25,2015-06-22 19:48:36,2015-06-22 19:48:36,1,MERGED,5.0,240.0,2,4,1,positive
15187,Change has been successfully cherry-picked as 1470e064eec546ab8d73ab537b773279ce85011c by Michael Stahl,4,12761,2015-06-22 11:24:16,2015-06-19 00:43:03,2015-06-19 00:43:03,82,MERGED,1.0,96.0,4,6,4,positive
15192,Change has been successfully cherry-picked as 733f5887af46d1d5e2fbea6be93cabb2a1749752 by Philippe Jung,1,12764,2015-06-22 09:55:52,2015-06-22 09:41:43,2015-06-22 09:53:48,0,MERGED,4.0,351.0,3,5,1,positive
15200,Change has been successfully cherry-picked as e0e285574244e855fd148ab7320b1aeb5914655a by Philippe Jung,1,12772,2015-06-21 17:26:29,2015-06-21 17:08:34,2015-06-21 17:08:34,0,MERGED,1.0,15.0,3,5,2,positive
15209,Patch Set 2: Code-Review+1Great catch!,2,12780,2015-06-20 07:58:19,2015-06-19 16:42:03,2015-06-20 07:57:29,0,MERGED,4.0,100.0,2,4,5,positive
15222,Change has been successfully cherry-picked as b36dbb499e19fe8a497a48d7c78ad3cb5d40a83d by Eike Rathke,1,12791,2015-06-19 12:40:40,2015-06-19 12:38:15,2015-06-19 12:38:15,0,MERGED,11.0,1044.0,3,5,1,positive
15239,Change has been successfully cherry-picked as 35d939bb69fdc02b6baa47dc1e3181e5cfe23980 by Michael Stahl,1,12804,2015-06-18 12:02:59,2015-06-17 12:00:46,2015-06-17 12:34:53,23,MERGED,1.0,34.0,4,5,2,positive
15264,Change has been successfully cherry-picked as f067d7010322505013693a18b68fac6d6a53e61f by Markus Mohrhard,1,12827,2015-06-17 12:45:35,2015-06-04 12:41:28,2015-06-17 01:35:10,11,MERGED,1.0,0.0,3,5,1,positive
15271,"Patch Set 2: Code-Review+2 Verified+1That works beautifully for me, no ultra slowness anymore under a11y, perfect.As you said, next thing is to remove the redundant prefixes and we can fit the interesting part of the configuration name into the line",2,12833,2015-06-16 14:21:57,2015-06-16 09:51:10,2015-06-16 14:19:43,0,MERGED,2.0,748.0,3,5,2,positive
15280,Change has been successfully cherry-picked as f9bd17b3c1b2dd656c707512fd34a3bdec5d33c9 by Caol├ín McNamara,1,12841,2015-06-16 14:41:01,2015-06-08 11:05:05,2015-06-10 09:24:01,149,MERGED,1.0,7.0,2,2,1,positive
15330,Patch Set 1: Code-Review+2 Verified+1Looks ideal - thanks Noel =) I guess worth waiting for CI to complete & back-port to 5-0 too if you can (?),1,12885,2015-06-11 16:31:02,2015-06-11 14:00:03,2015-06-11 14:00:03,2,MERGED,3.0,27.0,3,6,2,positive
15367,Patch Set 2: Code-Review+2 Verified+1Thanks Mike =),2,12914,2015-06-11 20:02:49,2015-06-03 20:47:38,2015-06-11 03:45:06,16,MERGED,4.0,63.0,4,5,2,positive
15389,Change has been successfully cherry-picked as 79f5d4465c7a2446f3d54bca56f9987f322d59e8 by Jacobo Aragunde P├®rez,4,12934,2015-06-10 17:14:23,2015-02-09 13:04:59,2015-06-10 17:13:14,0,MERGED,2.0,24.0,3,4,4,positive
15410,Change has been successfully cherry-picked as 5f02e2eb1214efdb4a09f92458838528d07acc6c by Adolfo Jayme Barrientos,6,12950,2015-06-09 20:57:20,2015-05-28 11:26:09,2015-06-07 16:56:41,52,MERGED,1.0,6.0,3,3,6,positive
15482,Change has been successfully cherry-picked as 804ec2289115a65c74ddff478b7469801debf7e4 by Michael Stahl,1,13018,2015-06-04 19:33:15,2015-04-22 13:10:38,2015-06-03 11:25:48,32,MERGED,1.0,13.0,2,2,1,positive
15519,Patch Set 1: Code-Review+2 Verified+1Builds fine where I'd expect it to =),1,13047,2015-06-03 08:45:28,2015-06-02 15:05:33,2015-06-02 15:06:45,17,MERGED,3.0,86.0,3,4,1,positive
15562,Change has been successfully cherry-picked as 6c189a1eb90012789692344aa7dc418c7ec7f032 by Yousuf Philips,5,13086,2015-05-31 22:20:46,2015-05-31 17:19:50,2015-05-31 21:31:53,0,MERGED,5.0,546.0,3,5,6,positive
15576,Change has been successfully cherry-picked as 75ceb04d81f68bbe8e3fecc24ad4977d9b2499f6 by Katarina Behrens,5,13096,2015-06-01 07:53:42,2015-05-27 13:33:23,2015-05-29 10:54:24,68,MERGED,1.0,1.0,3,4,5,positive
15591,Change has been successfully cherry-picked as 1a8e9dae32997bf199dbd192058fcd8f187ddc49 by Yousuf Philips,1,13110,2015-05-31 03:54:54,2015-05-30 08:59:51,2015-05-30 09:13:42,18,MERGED,5.0,70.0,3,5,2,positive
15594,Change has been successfully cherry-picked as 6a626955eb8b803fa58a58baafaa2a06ab4761f2 by Joren De Cuyper,1,13113,2015-05-30 07:45:37,2015-05-30 06:41:04,2015-05-30 06:41:04,1,MERGED,1.0,0.0,3,6,1,positive
15604,Patch Set 1:Oh - and it builds nicely on Windows for me =),1,13123,2015-05-29 12:16:27,2015-05-28 20:35:43,2015-05-28 20:35:43,15,MERGED,59.0,231.0,3,6,1,positive
15628,Change has been successfully cherry-picked as 487880b6882ec01c1b4679eae60bec484272a86b by Andras Timar,6,13145,2015-05-28 04:59:33,2015-04-24 20:55:01,2015-05-27 19:57:22,9,MERGED,6.0,328.0,3,5,6,positive
15629,Patch Set 3: Code-Review+1 Verified+1,3,13145,2015-05-04 20:05:26,2015-04-24 20:55:01,2015-05-04 20:01:14,0,MERGED,6.0,327.0,4,8,6,positive
15632,Change has been successfully pushed.,3,13147,2015-05-27 18:21:50,2015-05-26 09:40:17,2015-05-27 18:21:31,0,MERGED,1.0,66.0,2,4,3,positive
15641,Change has been successfully cherry-picked as 2a0118a98fc39dfed56fb7904733f63f6a2d6fe8 by Yousuf Philips,2,13155,2015-05-27 12:24:29,2015-02-21 20:39:45,2015-02-21 20:39:45,2271,MERGED,6.0,62.0,5,6,3,positive
15648,"Patch Set 2:The following suggestions from Regina Henschel are now included:* Implement tag as <text:page-name> (in contrast to <presentation:page-title> in the original proposal)* Placeholder string is now <slide-name>, <page-name> respectively (i.e. different for Impress and Draw) in contrast to original <title>",2,13161,2015-05-19 12:57:50,2015-04-22 21:31:43,2015-05-19 12:21:43,0,MERGED,16.0,114.0,5,9,2,positive
15659,Change has been successfully pushed.,2,13168,2015-05-26 08:40:20,2015-05-18 05:10:21,2015-05-26 08:39:20,0,MERGED,3.0,17.0,2,4,2,positive
15662,Patch Set 2:That is good to know. Thank you!,2,13169,2015-05-26 14:30:12,2015-05-23 09:48:49,2015-05-25 17:26:35,21,MERGED,1.0,2.0,2,2,2,positive
15697,Change has been successfully cherry-picked as 0792e97bd7ea6f23c908bdebc4826b08c6265d55 by Michael Meeks,2,13204,2015-05-23 20:51:19,2015-05-23 18:44:15,2015-05-23 18:44:15,2,MERGED,20.0,204.0,3,5,2,positive
15713,Change has been successfully cherry-picked as e929194317a7debb1c5467282230cbbabe61a710 by Noel Grandin,7,13219,2015-05-22 06:32:40,2015-05-20 12:05:50,2015-05-21 13:01:55,17,MERGED,105.0,1921.0,3,5,7,positive
15744,Change has been successfully cherry-picked as 0db96caf0fcce09b87621c11b584a6d81cc7df86 by Joren De Cuyper,4,13248,2015-05-20 10:51:15,2015-05-14 10:56:10,2015-05-15 11:22:57,119,MERGED,5.0,49.0,3,7,4,positive
15795,Change has been successfully cherry-picked as 6e62d72b939a09e7e0b77e264e94785ab5bd3741 by Julien Nabet,1,13288,2015-05-17 14:57:05,2015-05-17 08:49:07,2015-05-17 08:49:07,6,MERGED,37.0,46.0,3,6,1,positive
15813,Change has been successfully cherry-picked as f2cbe51f86954cc01e3f066e3896a2c84b866766 by Caol├ín McNamara,3,13302,2015-05-15 12:01:21,2015-05-15 11:54:25,2015-05-15 11:55:44,0,MERGED,9.0,0.0,4,5,3,positive
15816,Change has been successfully cherry-picked as 1e49e40c3694cd5750b65fc726b9684ae4185d4f by Joren De Cuyper,1,13304,2015-05-15 18:16:08,2015-05-15 11:27:47,2015-05-15 11:29:33,6,MERGED,5.0,67.0,3,6,1,positive
15875,"Patch Set 6: Code-Review+2 Verified+1I can't test this patch in Excel 2010 due to an error (unrelated to this patch): ""Excel completed file level validation and repair. Some parts of this workbook may have been repaired or discarded.Repaired Records: String properties from /xl/sharedStrings.xml part (Strings)"" (also occurs with previous builds).This patch passes --with-export-validation",6,13346,2015-05-11 19:02:43,2015-04-27 09:38:16,2015-05-11 18:37:23,0,MERGED,3.0,23.0,3,4,6,positive
15908,Change has been successfully cherry-picked as 28e26aa44960300039b35ce1fd325d0255a19f62 by Adolfo Jayme Barrientos,2,13374,2015-05-09 16:26:09,2015-05-09 10:59:45,2015-05-09 15:04:52,1,MERGED,2.0,0.0,4,6,2,positive
15909,Change has been successfully cherry-picked as 96ce8550752abebc8ed178caf5d16312a58e3b3e by Adolfo Jayme Barrientos,2,13375,2015-05-09 16:25:59,2015-05-09 10:14:55,2015-05-09 15:06:08,1,MERGED,151.0,5.0,4,5,2,positive
15919,Patch Set 1: Code-Review+2 Verified+1Thank you!,1,13385,2015-05-07 23:35:41,2015-05-07 19:25:07,2015-05-07 20:31:08,3,MERGED,175.0,0.0,4,5,1,positive
15920,Change has been successfully cherry-picked as e658cb4d5ce49d3a3c6acc63155974b5ff8490c7 by Adolfo Jayme Barrientos,1,13385,2015-05-07 23:35:49,2015-05-07 19:25:07,2015-05-07 20:31:08,3,MERGED,175.0,0.0,4,5,1,positive
15950,Patch Set 1:sorry that you have so much trouble with this commit and that you waste your time. I will make a clear push request. thanks for your help.,1,13410,2015-04-29 07:10:15,2015-04-29 00:43:05,2015-04-29 00:43:05,6,MERGED,135.0,3.0,4,6,2,positive
15955,Change has been successfully cherry-picked as 111952dccc1bf9e28e61c0233816248c848cbf53 by Eike Rathke,7,13412,2015-05-05 19:15:19,2014-05-12 10:02:11,2015-05-05 19:11:49,0,MERGED,14.0,161.0,3,5,7,positive
15959,Patch Set 3:Can someone please review the latest patch. It's been a month since the build on Patch 3 finished.,3,13413,2015-04-29 13:38:37,2015-03-14 21:04:55,2015-03-28 12:08:41,769,MERGED,3.0,115.0,3,6,5,positive
15967,Change has been successfully pushed.,4,13418,2015-05-05 11:37:24,2015-05-05 10:29:34,2015-05-05 11:44:10,0,MERGED,1.0,39.0,2,4,4,positive
15968,Change has been successfully pushed.,2,13419,2015-05-05 08:22:11,2015-05-04 15:28:40,2015-05-05 08:21:54,0,MERGED,241.0,905.0,2,4,2,positive
16050,Change has been successfully cherry-picked as c9af632056fedcf9327ba23aafbe4b0300b1abae by Eike Rathke,5,13486,2015-04-29 13:04:38,2015-04-20 15:45:28,2015-04-29 13:03:51,0,MERGED,9.0,484.0,3,5,5,positive
16067,Change has been successfully cherry-picked as 5e6b5b3c039271d854a7684eebdf54712bac9e51 by David Tardon,1,13500,2015-04-28 08:42:37,2015-04-24 18:26:38,2015-04-25 00:21:50,80,MERGED,1.0,6.0,2,2,1,positive
16068,Change has been successfully cherry-picked as 4fee05e680217e876210b341f904df9441a0b7cd by Eike Rathke,3,13501,2015-04-28 00:19:03,2015-04-03 09:59:37,2015-04-27 23:59:29,0,MERGED,5.0,85.0,3,5,3,positive
16072,Change has been successfully cherry-picked as 38992b419a4655eba9b85d337edbb208fd2fff95 by Eike Rathke,1,13503,2015-04-27 23:24:32,2015-03-22 21:01:53,2015-03-22 21:10:58,866,MERGED,5.0,34.0,3,3,1,positive
16079,Change has been successfully cherry-picked as b32953d19825605ed5d919f515c355a11b9c1e87 by Adolfo Jayme Barrientos,8,13510,2015-04-27 14:08:12,2015-04-20 20:20:59,2015-04-24 09:56:34,76,MERGED,1.0,11.0,4,5,8,positive
16080,Change has been successfully cherry-picked as c4a8c792c7246939be04cff9a57dcc35f6418566 by Adolfo Jayme Barrientos,7,13511,2015-04-27 13:25:56,2015-04-26 22:21:38,2015-04-27 11:20:19,2,MERGED,1.0,169.0,4,5,7,positive
16081,Change has been successfully cherry-picked as 4f351515bc4efb72343941f9d97d43572788512a by Adolfo Jayme Barrientos,5,13512,2015-04-27 13:21:59,2015-04-20 21:14:29,2015-04-23 16:20:38,93,MERGED,1.0,8.0,4,5,5,positive
16089,"Patch Set 4: Code-Review-2I do not think we want to add support for everyone's favourite compression method... gz is okay, as it is handled by zlib, which we already use. But anything else is highly questionable. Also note that to make this really useful for the majority of users, liblzma would have to be bundled. System liblzma is only useful for Linux distro packages.",4,13520,2015-04-05 09:05:38,2015-04-01 15:06:22,2015-04-03 10:17:23,46,MERGED,12.0,493.0,5,13,10,positive
16090,"Patch Set 4:No need to copy-paste comments like ""OS X is too stupid"". That is just the opinion of somebody who thinks everything should be like Linux.",4,13520,2015-04-05 09:19:12,2015-04-01 15:06:22,2015-04-03 10:17:23,47,MERGED,12.0,493.0,5,13,10,positive
16105,"Patch Set 2:Luckily, this one could be reverted in d311260c0d347b3c933706b8cac48b82a653e1c7",2,13525,2015-04-26 05:41:41,2015-04-20 17:23:02,2015-04-21 10:28:01,115,MERGED,1.0,2.0,2,2,2,positive
16120,Change has been successfully pushed.,1,13540,2015-04-23 20:08:31,2015-04-23 16:29:25,2015-04-23 16:31:16,3,MERGED,1.0,8.0,2,5,1,positive
16121,Change has been successfully pushed.,1,13541,2015-04-23 16:24:29,2015-04-23 15:42:30,2015-04-23 15:42:30,0,MERGED,1.0,5.0,2,5,1,positive
16273,Change has been successfully cherry-picked as 488d09771dfbdae0b94898dd675bc39b8550b85e,2,13674,2015-04-14 20:39:48,2015-04-13 14:51:43,2015-04-14 20:39:45,0,MERGED,1.0,9.0,1,1,2,positive
16276,Change has been successfully cherry-picked as 265d14ceb3da1f5091cb9e9cad4615da6847e12c,2,13677,2015-04-14 20:09:19,2015-04-14 16:05:10,2015-04-14 20:09:14,0,MERGED,1.0,2.0,1,1,2,positive
16278,Change has been successfully cherry-picked as f9ac39aa8418745f959bc4daa0877fed23fc72c1,2,13679,2015-04-14 20:08:30,2015-04-14 16:05:10,2015-04-14 20:08:26,0,MERGED,1.0,2.0,1,1,2,positive
16280,Change has been successfully cherry-picked as d946f85440f4f225ecda88b121bad601b5573549,2,13681,2015-04-14 20:06:26,2015-04-14 19:59:50,2015-04-14 20:06:20,0,MERGED,1.0,2.0,1,1,2,positive
16283,Change has been successfully cherry-picked as 53cd20e94d7cd2a72bf82d0dc8ed71fc5140e938,2,13684,2015-04-14 20:04:34,2015-04-14 12:35:44,2015-04-14 20:04:31,0,MERGED,1.0,1.0,1,1,2,positive
16287,Change has been successfully cherry-picked as 33a67ac2c5e6a60b5a99ebf6767f803277b79148,3,13688,2015-04-14 19:59:13,2015-04-05 21:46:45,2015-04-14 19:59:10,0,MERGED,1.0,2.0,1,1,3,positive
16288,"Patch Set 1:Minor nitpick: can you commit a new patch by using this command?git commit --amend --author=""Matthew Francis <mjay.francis@gmail.com>""That is to maintain the authorship. Thanks!",1,13688,2015-04-06 21:29:05,2015-04-05 21:46:45,2015-04-05 21:46:45,23,MERGED,1.0,2.0,2,2,3,positive
16289,Change has been successfully cherry-picked as 5087e4caa4343a1a17ffb42eea4aa0354cab8636,2,13689,2015-04-14 19:58:41,2015-01-28 12:45:32,2015-04-14 19:58:37,0,MERGED,1.0,4.0,1,1,2,positive
16295,"Patch Set 1:A test case fails to run the ""find"" command.  If I take the find part out, then the compile succeeds.  The testcase is attached to the bug report that would be appropriate to add to qa/extras except that it refuses to run.",1,13694,2015-04-07 17:42:16,2015-04-07 16:26:17,2015-04-07 16:26:17,1,MERGED,1.0,1.0,3,6,3,positive
16302,Change has been successfully cherry-picked as a13bd70d509b2e3f78910d4a968bfdbdd2a0fbf8,2,13698,2015-04-14 03:06:35,2015-04-04 12:13:18,2015-04-14 03:06:32,0,MERGED,1.0,4.0,1,1,2,positive
16309,Change has been successfully pushed.,3,13705,2015-04-13 07:38:21,2015-04-10 09:07:36,2015-04-13 07:37:12,0,MERGED,25.0,110.0,2,4,3,positive
16325,Change has been successfully cherry-picked as a025af8f1713a826067a4a351d47d29d1342693f,2,13719,2015-04-12 20:07:29,2015-03-26 11:04:52,2015-04-12 20:07:22,0,MERGED,1.0,20.0,1,1,2,positive
16337,Change has been successfully cherry-picked as aba01a8c4cc1fbd9d4a3bf2b8bbf6582a17e9414,2,13730,2015-04-11 20:22:41,2015-04-11 18:17:03,2015-04-11 20:22:39,0,MERGED,1.0,4.0,1,1,2,positive
16338,Change has been successfully cherry-picked as d4c3e1eed1e66f2ee579d05514df96872e5d41ba,2,13731,2015-04-11 20:22:31,2015-04-11 18:17:03,2015-04-11 20:22:28,0,MERGED,1.0,4.0,1,1,2,positive
16353,Change has been successfully cherry-picked as a6d14ec753d3100e385c8cd09a0aeab786810062,2,13745,2015-04-10 14:16:20,2015-04-10 01:02:33,2015-04-10 14:16:18,0,MERGED,20.0,0.0,1,1,2,positive
16354,Change has been successfully cherry-picked as 816f949607c0e372f73ad87fe44b086b27235a01,2,13746,2015-04-10 14:05:14,2015-04-10 13:06:53,2015-04-10 14:05:11,0,MERGED,1.0,21.0,2,2,2,positive
16357,Patch Set 3:Best would be to do it right here ;-)  and in a follow-up commit improve that other change.,3,13748,2015-03-09 18:00:45,2015-03-08 12:52:35,2015-03-09 16:31:13,1,MERGED,8.0,83.0,3,6,11,positive
