ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall
3800,Patch Set 14: Code-Review+1Good job!,14,9866,2014/5/2 16:55,2014/4/23 17:15,2014/5/2 14:01,2,MERGED,8,222,4,5,15,positive
3801,"Patch Set 3: Verified+1This looks fine.   All ECF filetransfer tests continue to pass with default max-age=0.  Once deployed, I recommend that use of max-age > 0 be tested...particularly in proxied environments to understand app-level behavior.",3,9867,2014/5/2 18:26,2014/5/2 11:19,2014/5/2 11:34,6,MERGED,5,70,2,7,3,positive
3802,"Patch Set 3:Oh sure, that's a separate issue that I'll follow up with them :)",3,9867,2014/5/2 18:58,2014/5/2 11:19,2014/5/2 11:34,7,MERGED,5,70,2,7,3,positive
3803,Patch Set 8: Code-Review+2Looks good!Shall I commit or do you have your account yet?,8,9869,2014/5/1 20:03,2014/4/24 18:48,2014/5/1 17:50,2,MERGED,6,424,3,5,9,positive
3805,Patch Set 5:(7 comments)Good comments !The updates are now reflected on patchset 8,5,9869,2014/5/1 19:16,2014/4/24 18:48,2014/4/24 18:48,168,MERGED,6,311,3,5,9,positive
3806,Patch Set 3:Anders Dahlberg added as contributor for this change in each of the affected files Thanks Anders !,3,9869,2014/4/16 11:06,2014/4/16 11:02,2014/4/16 11:02,0,MERGED,8,221,2,4,9,positive
3807,Patch Set 16: Code-Review-1(9 comments)A couple comments on the new version. Getting there ;)Also yes please rebase on the rename patch.,16,9870,2014/4/30 20:19,2014/4/18 18:11,2014/4/23 22:01,166,MERGED,43,2862,3,8,21,positive
3808,Patch Set 4:(9 comments)Comments from the awesome J. Desfossez.,4,9870,2014/4/9 19:47,2014/3/18 20:50,2014/3/19 21:09,502,MERGED,43,2052,2,4,21,positive
3810,"Patch Set 9:Ok, I don't like the repetition in every constructor, suggestions are welcome. Happy easter all.",9,9870,2014/4/18 19:00,2014/4/18 18:11,2014/4/18 18:53,0,MERGED,42,2856,2,4,21,positive
3814,Patch Set 5: Verified+1 Code-Review+2Looks good. Approved.,5,9887,2014/5/2 8:00,2014/4/30 20:58,2014/5/2 6:05,1,MERGED,18,1044,2,3,6,positive
3817,"Patch Set 1:It's not just the JUnit tests, it doesn't even compile ;)  And there are conflicts with the latest master, so it's a bit hard to pull as is.",1,9892,2014/3/24 18:10,2014/3/21 22:14,2014/3/21 22:16,67,MERGED,27,1601,3,5,24,positive
3819,Patch Set 17:(31 comments)Rest of the comments. This is getting good!,17,9892,2014/4/28 20:14,2014/3/21 22:14,2014/4/24 17:29,98,MERGED,62,3634,3,9,24,positive
3820,"Patch Set 22:I am currently working on the test cases, enjoy your poutine",22,9892,2014/5/1 23:46,2014/3/21 22:14,2014/5/1 22:18,1,MERGED,71,4289,3,5,24,positive
3821,Patch Set 19:(28 comments)Ok enough for tonight. (up to StructDeclaration),19,9892,2014/5/1 5:07,2014/3/21 22:14,2014/4/29 22:39,30,MERGED,70,4145,3,9,24,positive
3822,"Patch Set 23: Verified+1 Code-Review+2(1 comment)Alright chums, let's do this!",23,9892,2014/5/2 2:34,2014/3/21 22:14,2014/5/2 0:56,1,MERGED,71,4302,3,4,24,positive
3824,Patch Set 13: Code-Review+2If it builds let's get this in!,13,9893,2014/5/1 21:51,2014/3/11 20:09,2014/5/1 21:39,0,MERGED,3,59,2,3,14,positive
3825,"Patch Set 11: Code-Review-1(2 comments)Looks like a good idea, but some minor details",11,9893,2014/4/24 18:16,2014/3/11 20:09,2014/4/24 9:09,9,MERGED,2,43,2,3,14,positive
3826,Patch Set 12: Code-Review+2Method throws a warning? Remove the method! I like that!,12,9893,2014/4/25 19:58,2014/3/11 20:09,2014/4/24 19:54,24,MERGED,3,59,3,6,14,positive
3830,Patch Set 5: Code-Review+2Thanks Stefan.,5,9901,2014/4/23 9:49,2014/4/12 16:26,2014/4/23 9:43,0,MERGED,5,52,3,5,5,positive
3837,"Patch Set 4:Good point, we don't have any .api_filters now, but we might add some in the future. New version only copies the files ending in "".prefs""Imo, the feature projects don't matter as much. Those settings don't really change. And it was nice to not have to list all the directories in the script. If we add new code projects, they get handled automatically.I did think about ctf.parser, that one has its own very permissive settings (to cope with the ugly ugly code that Antlr generates), so I think it's better to leave it alone...",4,9910,2014/4/22 21:41,2014/4/15 20:59,2014/4/22 21:37,0,MERGED,1,61,3,5,5,positive
3838,Patch Set 3: Verified+1 Code-Review+2I couldn't test it on Windows but I trust that you did. Works on Mac (although it wouldn't throw an exception).,3,9911,2014/4/22 20:28,2014/4/17 14:37,2014/4/22 18:28,2,MERGED,2,6,3,4,4,positive
3839,Patch Set 8:Thanks!,8,9913,2014/4/22 22:39,2014/4/15 23:27,2014/4/16 0:43,165,MERGED,1,8,4,9,8,positive
3841,Patch Set 3: Verified+1 Code-Review+2The changes look good and everything compiles.,3,9915,2014/4/22 22:28,2014/4/15 21:32,2014/4/17 21:06,121,MERGED,51,1087,3,4,4,positive
3842,Patch Set 3:I only fixed an unused import (I'm pushing the revised patchset).  I see that tests for this new feature are in a further commit :),3,9918,2014/4/22 21:05,2014/4/16 5:46,2014/4/22 21:01,0,MERGED,3,65,2,3,4,positive
3844,Patch Set 1:Most files come with the wrong line-endings (see the \r in the diffs in gerrit); please make sure to use the right setting in git :),1,9922,2014/4/17 16:23,2014/4/10 17:20,2014/4/17 5:54,10,MERGED,9,1372,3,8,3,positive
3846,Patch Set 4:Thanks for explanations. So the patch looks fine for me. Let's wait for the Paul's commentsDaniel,4,9931,2014/4/15 8:59,2014/4/10 18:19,2014/4/14 8:38,24,MERGED,8,214,4,9,5,positive
3853,"Patch Set 2: Code-Review-1(2 comments)This change makes sense and it will be faster. Each trace only refreshes it own supplementary directory instead of the whole .tracing directory. I'm definitely for it. We just have to iron-out the details of the implementation. BTW, Matthew found that initially while profiling TMF.",2,9939,2014/3/27 14:01,2014/3/26 16:40,2014/3/26 17:56,20,MERGED,6,19,4,9,5,positive
3858,"Patch Set 1: Code-Review-1(4 comments)Yes, this looks indeed really nice. (One large comment inside for design discussion.)",1,9956,2014/4/11 7:20,2014/4/10 17:30,2014/4/10 17:30,13,MERGED,7,620,3,5,4,positive
3860,Patch Set 1: Verified+1 Code-Review+2Looks good.,1,9958,2014/4/21 21:31,2014/4/17 20:20,2014/4/18 11:59,81,MERGED,2,26,3,5,2,positive
3861,Patch Set 2: Code-Review+2 Verified+1Thanks Tony,2,9959,2014/4/22 8:23,2014/4/15 15:49,2014/4/22 8:23,0,MERGED,13,471,2,4,2,positive
3862,"Patch Set 7: Code-Review+1Looking good to me. Mark, I hope you did not get disappointed by the many iterations. Please continue contributing such fixes.",7,9960,2014/4/19 6:31,2014/2/27 21:41,2014/4/18 17:27,13,MERGED,1,13,4,8,8,positive
3863,"Patch Set 4:Thanks for fixing the commit message. Would it be useful to have some validation of such format requirements directly inside EGit maybe, to show a warning icon besides the commit message? I was not aware of that exact requirement, and maybe others also aren't.",4,9962,2014/4/22 8:01,2014/4/19 12:44,2014/4/22 7:40,0,MERGED,1,18,2,5,4,positive
3864,"Patch Set 4:Not sure, other Eclipse projects do it differently I think. Our preferred format is documented in the contributor guide:https://wiki.eclipse.org/EGit/Contributor_Guide#Commit_message_guidelinesBut the general format of the commit message footer is generally agreed to AFAIK. I think there was a bug report/comment somewhere about commit message validation, but not sure. In any case, this is low prio IMO :).",4,9962,2014/4/22 8:26,2014/4/19 12:44,2014/4/22 7:40,0,MERGED,1,18,2,5,4,positive
3866,"Patch Set 2: Verified+1 Code-Review+2Thanks Tom, this removes at least half the layout calls...",2,9967,2014/4/21 19:53,2014/3/6 15:21,2014/4/21 19:52,0,MERGED,1,24,2,4,2,positive
3867,Patch Set 12:(2 comments)Thanks for the test. I ran it and it seems to be doing the right thing.,12,9972,2014/4/11 22:21,2014/4/10 19:25,2014/4/11 14:56,7,MERGED,6,243,3,5,15,positive
3868,Patch Set 1: Code-Review-1(13 comments)Thanks. Looks like a good start. Some comments inline.,1,9972,2014/2/12 21:45,2014/2/11 20:14,2014/2/12 20:39,1,MERGED,6,293,3,4,15,positive
3870,Patch Set 13: Code-Review-1(10 comments)I still the change needs more love.,13,9972,2014/4/14 21:44,2014/4/14 12:39,2014/4/14 12:39,9,MERGED,5,240,3,8,15,positive
3872,Patch Set 2: Code-Review+2Thanks!,2,9974,2014/4/21 11:38,2014/4/18 12:41,2014/4/19 16:43,42,MERGED,8,88,2,4,2,positive
3873,Patch Set 2: Code-Review+2Thanks!,2,9975,2014/4/21 11:36,2014/4/18 15:15,2014/4/19 16:44,42,MERGED,2,6,2,4,2,positive
3880,"Patch Set 2:My change does not fix the repository cache issue pointed out by Robin. It removes the isValidPath check, as that one can only be used for workspace paths, not for file system paths (i.e. on Windows I see ""C:/path is not a valid path"" due to that for the input ""C:\path"").Additionally I've done minor UX changes (show warning for non empty directory, put cursor at end of input, always trim input).Side note: I'm not sure how I should set all the fields and entries in the commit message when modifying an existing change of yours. So any advice on that is also appreciated.",2,9982,2014/4/18 16:40,2014/4/15 13:34,2014/4/18 16:35,0,MERGED,7,192,2,4,4,positive
3890,Patch Set 3: Verified+1 Code-Review+1Looks good to me. Please release when you are ready Mirko.,3,9985,2014/4/18 11:26,2014/4/18 7:24,2014/4/18 9:58,1,MERGED,5,113,3,9,3,positive
3891,"Patch Set 3:Hi Wim,I have created another test with:2 threads create 200 and 100 rows2 threads dispose both 100 rows1 thread wait and refresh indexes.And it's works.If you want, i commit the snippets too.Happy Easter.Mirko",3,9985,2014/4/18 14:10,2014/4/18 7:24,2014/4/18 9:58,4,MERGED,5,113,3,9,3,positive
3892,Patch Set 3: Code-Review+2Nice work!,3,9985,2014/4/18 18:06,2014/4/18 7:24,2014/4/18 9:58,8,MERGED,5,113,3,9,3,positive
3894,"Patch Set 2:Awesome patch Mirko. However, could you provide some tests to prove that adding and removing items still keeps track of the correct index in the item? Also, should the methods to increase and decrease the count in the item when addng or removing an item on the specified index not be synchronized? What happens if two threads remove an item simultaniously? I would like to see this addressed as well.",2,9985,2014/4/18 9:00,2014/4/18 7:24,2014/4/18 8:57,0,MERGED,5,102,3,7,3,positive
3896,Patch Set 4: Code-Review+1The change looks good and fixes the NPE on Luna for me too.,4,9989,2014/4/18 19:33,2014/4/16 20:31,2014/4/18 15:12,4,MERGED,28,253,3,4,5,positive
3898,Patch Set 1: Code-Review+1This fixes the problem for me and the code looks good.,1,9989,2014/4/15 20:50,2014/4/15 20:12,2014/4/15 20:13,0,MERGED,4,30,3,5,5,positive
3900,"Patch Set 2:Wim, I would like to eventually have this also include 'Dependent Plugins' and 'Target Platform'.  Nice, yes?",2,9991,2014/4/18 18:11,2014/4/18 14:01,2014/4/18 14:28,3,MERGED,2,119,3,10,3,positive
3901,"Patch Set 2:I think the current state is already very nice. I'm not sure how useful the dependent plugins are as an icon source. They could not be there during run time.Somewhat related to this patch: I also noticed that the ""class"" selection (e.g. handler) is not able to select classes from the target platform.",2,9991,2014/4/18 18:24,2014/4/18 14:01,2014/4/18 14:28,3,MERGED,2,119,3,10,3,positive
3904,Patch Set 2: Code-Review+2Best of both worlds. Thanks.,2,9994,2014/4/17 21:58,2014/4/17 21:19,2014/4/17 21:51,0,MERGED,2,28,5,8,3,positive
3909,"Patch Set 1: Verified+1 Code-Review+2Look good to me, thanks Bartek!",1,10011,2014/4/8 10:59,2014/4/8 10:27,2014/4/8 10:27,0,MERGED,1,2,2,3,1,positive
3910,"Patch Set 3: Verified+1 Code-Review+2Now it works very nice, thanks!",3,10024,2014/4/8 8:10,2014/4/7 8:47,2014/4/7 10:18,21,MERGED,6,182,3,5,3,positive
3911,"Patch Set 4:Nice Steven, I am looking at it now. I see that the XMI-tab is disabled when in tree search mode. This was needed at the time because otherwise I got errors. Any idea if this is still required?",4,10047,2014/4/5 14:41,2014/4/5 2:19,2014/4/5 13:26,1,MERGED,14,1071,3,8,6,positive
3912,"Patch Set 6:I like the search box, if it means we cannot edit the xmi, I think that is a tradeoff that would be ok for me.",6,10047,2014/4/7 10:22,2014/4/5 2:19,2014/4/6 3:26,30,MERGED,14,1152,4,13,6,positive
3913,"Patch Set 6: Verified+1 Code-Review+1We can do that later. I am happy with the patch, but it does need some more work to make it a success. I am fine with letting this thing go through. Lars?Steven are you planning to stick around for a while?",6,10047,2014/4/7 19:37,2014/4/5 2:19,2014/4/6 3:26,40,MERGED,14,1152,4,13,6,positive
3914,"Patch Set 6:Sure, apply it. Looking forward in using it.Wim, as discussed via email we should nominate Steven soon to e4 committer. Maybe 3 more successful patches?",6,10047,2014/4/7 20:04,2014/4/5 2:19,2014/4/6 3:26,40,MERGED,14,1152,4,13,6,positive
3915,Patch Set 6: Code-Review+2Thanks Steven!,6,10047,2014/4/7 20:28,2014/4/5 2:19,2014/4/6 3:26,41,MERGED,14,1152,4,13,6,positive
3916,"Patch Set 1: Verified+1 Code-Review+2Thanks, Jad! Looks good. (Sorry for the delay merging this.)",1,10048,2014/4/7 19:54,2014/4/2 13:34,2014/4/2 13:34,126,MERGED,6,501,2,3,1,positive
3917,Patch Set 1: Verified+1 Code-Review+1 IP-Clean+1Looks good to me.,1,10050,2014/4/4 13:54,2014/3/28 21:01,2014/3/28 21:02,160,MERGED,4,127,5,12,3,positive
3918,"Patch Set 13: Verified+1 Code-Review+2Looks good. Merging. Thanks, Bartek!",13,10056,2014/4/7 17:28,2014/4/7 11:49,2014/4/7 17:15,0,MERGED,3,78,1,2,13,positive
3924,"Patch Set 7: -Code-ReviewPatch looks good to me. I have one more comment before I can push it to master though. Bartek, please attach the EndingAwareBufferedReader into the server test chain, as, e.g. AllGitTests, so your tests are run at build time.",7,10084,2014/4/3 15:09,2014/4/1 10:07,2014/4/3 14:14,0,MERGED,4,161,1,1,11,positive
3925,"Patch Set 11: Verified+1 Code-Review+2 IP-Clean+1Patch looks fine. Thanks, Bartek!",11,10084,2014/4/7 11:09,2014/4/1 10:07,2014/4/7 11:08,0,MERGED,5,169,1,2,11,positive
3933,Patch Set 1: Code-Review+2 IP-Clean+1thanks for the fix :-),1,10115,2014/3/26 22:58,2014/3/25 18:24,2014/3/25 18:37,28,MERGED,1,19,3,5,1,positive
3934,"Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Looking good, thanks again.",2,10119,2014/3/26 19:17,2014/3/25 11:11,2014/3/25 11:22,31,MERGED,16,753,3,5,2,positive
3936,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1brilliant!,1,10121,2014/3/26 18:29,2014/3/26 11:38,2014/3/26 11:38,6,MERGED,1,5,3,5,1,positive
3937,"Patch Set 1:Oh, I didn't notice the build failure. Even though it doesn't make sense to have null values in the map, I'll change it to Collections.synchronizedMap(), because it does what we want to achieve. Thanks for pointing that out.",1,10124,2014/3/25 11:33,2014/3/21 13:37,2014/3/21 13:42,93,MERGED,1,4,3,5,4,positive
3938,Patch Set 3: Code-Review+2 IP-Clean+1 Verified+1Thanks Brian for the review,3,10127,2014/3/26 15:09,2014/3/26 0:34,2014/3/26 15:09,0,MERGED,1,3,2,4,3,positive
3939,Patch Set 2: Code-Review+2 Verified+1 IP-Clean+1Thanks Brian for the review,2,10128,2014/3/26 15:12,2014/3/25 23:53,2014/3/26 15:12,0,MERGED,1,2,2,5,2,positive
3940,Patch Set 3: Code-Review+2 IP-Clean+1Looks good.,3,10130,2014/3/26 14:38,2014/3/26 0:27,2014/3/26 11:00,3,MERGED,1,16,3,5,3,positive
3943,Patch Set 3:Build SUCCESSFUL. Now starting integration tests...,3,10144,2014/2/25 18:44,2013/9/23 8:38,2014/1/7 11:51,1182,MERGED,37,1129,2,8,9,positive
3944,Patch Set 7:Build SUCCESSFUL. Now starting integration tests...,7,10144,2014/3/25 14:54,2013/9/23 8:38,2014/3/25 14:36,0,MERGED,38,1257,2,5,9,positive
3945,Patch Set 5:Build SUCCESSFUL. Now starting integration tests...,5,10144,2014/2/25 23:29,2013/9/23 8:38,2014/2/25 23:23,0,MERGED,37,1132,2,4,9,positive
3946,Patch Set 4:Build SUCCESSFUL. Now starting integration tests...,4,10144,2014/2/25 23:04,2014/2/25 22:21,2014/2/25 22:54,0,MERGED,38,1140,2,4,9,positive
3947,Patch Set 8:Build SUCCESSFUL. Now starting integration tests...,8,10144,2014/3/25 19:06,2013/9/23 8:38,2014/3/25 19:02,0,MERGED,39,1311,2,4,9,positive
3948,Patch Set 6:Build SUCCESSFUL. Now starting integration tests...,6,10144,2014/3/13 22:45,2013/9/23 8:38,2014/3/13 22:40,0,MERGED,39,1259,2,4,9,positive
3952,"Patch Set 1:(25 comments)Looks great, just a few minor adjusted suggested.",1,10153,2014/3/25 9:12,2014/3/24 16:18,2014/3/24 19:43,13,MERGED,41,1092,3,4,4,positive
3953,"Patch Set 2: Code-Review+1Ah, that makes sense!",2,10155,2014/3/25 20:44,2014/3/25 17:27,2014/3/25 17:27,3,MERGED,2,17,3,10,2,positive
3955,Patch Set 5: Code-Review+1Thanks for cleaning up the patch.,5,10157,2014/3/25 17:41,2014/3/24 21:13,2014/3/25 17:35,0,MERGED,1,67,3,5,5,positive
3956,"Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Thanks Sergey, much better than before. I removed the spurious inclusion of the SplitFeedbackOverlay since it only contained a system.out...",5,10157,2014/3/25 18:03,2014/3/24 21:13,2014/3/25 17:35,0,MERGED,1,67,3,5,5,positive
3961,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks again !,2,10168,2014/3/25 15:04,2014/3/24 20:54,2014/3/25 15:04,0,MERGED,1,4,2,4,2,positive
3964,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1(1 comment)Cool! There won't be any bugs left if you keep up this pace ;) I have added one remark in the code but accepted the patch. Thanks Mirko!,1,10175,2014/3/25 13:28,2014/3/25 13:00,2014/3/25 13:00,0,MERGED,2,63,3,6,1,positive
3967,Patch Set 3: Code-Review+2 IP-Clean+1Thanks Louis.,3,10177,2014/3/25 11:16,2014/3/24 15:38,2014/3/25 11:15,0,MERGED,24,168,2,5,3,positive
3968,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks Mirko!,2,10180,2014/3/25 10:19,2014/3/25 9:41,2014/3/25 9:43,0,MERGED,2,39,3,7,2,positive
3971,"Patch Set 1:I did the port from DCS to community with out knowing Code2cloud guys have changed here. Anyway, you changes looks good to me. I'll push it",1,10194,2014/3/24 23:00,2014/3/21 1:10,2014/3/21 1:24,93,MERGED,1,45,2,9,1,positive
3972,"Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1I did the port from DCS to community with out knowing Code2cloud guys have changed here. Anyway, you changes looks good to me. I'll push it",1,10194,2014/3/24 23:01,2014/3/21 1:10,2014/3/21 1:24,93,MERGED,1,45,2,9,1,positive
3980,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1This change looks fine to me.,1,10197,2014/3/11 18:14,2014/3/10 14:49,2014/3/11 17:26,0,MERGED,1,5,1,2,2,positive
3981,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1Looks good. BTW it should work behind a proxy if you set the https_proxy env var.,1,10202,2014/3/11 15:51,2014/3/7 21:21,2014/3/7 21:23,90,MERGED,1,4,3,5,2,positive
3985,"Patch Set 7: Code-Review+1Looks good. The only thing that we may need to improve in the future is the fact that hasSnippet(UUID) (I like this method in the interface, BTW) becomes extremely slow when the snippets no longer fit into the cache.",7,10209,2014/3/11 14:14,2014/2/18 16:15,2014/3/11 14:02,0,MERGED,12,295,3,6,7,positive
3987,Patch Set 1: Code-Review+2 IP-Clean+1Thanks!,1,10221,2014/3/11 13:15,2014/3/2 19:38,2014/3/2 19:38,209,MERGED,1,8,2,4,1,positive
3996,Patch Set 5:(22 comments)Thanks for the input. Changed most points accordingly. I had to change the InstanceOfPredicate slightly - see Patch Set 6,5,10251,2014/3/7 10:07,2014/1/30 8:46,2014/3/6 11:55,22,MERGED,102,2574,2,4,10,positive
3997,"Patch Set 4: Verified+1 Code-Review+2 IP-Clean+1Thanks Matthias, merged.",4,10252,2014/3/10 17:05,2014/2/26 13:20,2014/3/10 17:05,0,MERGED,1,20,2,4,4,positive
3998,Patch Set 1:1st attempt to fix the bug. The patch set #1 seems to fix the problem but I still need to to analyze it carefully. Comments are welcome.,1,10264,2014/3/5 13:31,2014/3/5 13:24,2014/3/5 13:24,0,MERGED,1,2,2,4,5,positive
3999,"Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Thanks Wojciech, works like a charm ! This may have other beneficial effects as well.",5,10264,2014/3/10 15:01,2014/3/5 13:24,2014/3/10 15:00,0,MERGED,1,2,2,4,5,positive
4001,"Patch Set 1:Make sense, thanks I do this the next time.",1,10268,2014/3/10 13:30,2014/3/10 10:47,2014/3/10 10:47,2,MERGED,1,2,3,9,1,positive
4005,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks Christine,2,10272,2014/3/10 10:00,2014/3/6 15:01,2014/3/10 10:00,0,MERGED,1,6,2,10,2,positive
4006,Patch Set 5: Verified+1Build was successfull before rebase.,5,10275,2014/3/10 9:40,2014/3/6 15:45,2014/3/10 9:26,0,MERGED,2,29,3,7,5,positive
4009,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks Rolf.,2,10280,2014/3/10 10:00,2014/3/6 15:03,2014/3/10 9:59,0,MERGED,1,7,2,4,2,positive
4011,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks Patrik!,2,10282,2014/3/10 9:58,2014/3/8 19:31,2014/3/10 9:58,0,MERGED,1,7,2,5,2,positive
4012,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks Patrik!,2,10285,2014/3/10 9:58,2014/3/8 17:47,2014/3/10 9:57,0,MERGED,1,6,2,4,2,positive
4013,"Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Thanks Sakith, I cherry-picked your change onto origin/master.Thanks for this cleanup patch",5,10287,2014/3/10 9:56,2014/3/2 19:06,2014/3/10 9:55,0,MERGED,1,8,2,5,5,positive
4014,Restored,1,10287,2014/3/3 18:42,2014/3/2 19:06,2014/3/2 19:06,23,MERGED,1,8,3,6,5,positive
4016,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,10304,2014/2/27 10:05,2014/2/27 8:56,2014/2/27 9:29,0,MERGED,3,60,2,5,1,positive
4018,Patch Set 2: Verified+1 Code-Review+2 IP-Clean+1Thanks!,2,10306,2014/2/17 18:53,2014/2/10 21:06,2014/2/17 18:53,0,MERGED,3,371,3,15,3,positive
4019,Patch Set 2:Build SUCCESSFUL. Now starting integration tests...,2,10308,2014/2/27 9:36,2014/2/7 13:55,2014/2/27 9:08,0,MERGED,6,140,2,6,2,positive
4020,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,10308,2014/2/10 9:52,2014/2/7 13:55,2014/2/10 9:48,0,MERGED,6,123,2,4,2,positive
4021,"Patch Set 1: Code-Review+1Code looks good, and working for the use-case described in bug 427556.",1,10308,2014/2/10 10:47,2014/2/7 13:55,2014/2/10 9:48,0,MERGED,6,123,2,4,2,positive
4024,Patch Set 1:I pushed it to gerrit for easier communication. Doing stuff through Bugzilla is just too complicated.@1: There went something wrong when merging. I will correct that.@2: AbstractCellEditorRegistry: Will try to keep the instance and update it whenever the editor gets created/disposed.@3: I would need to do an API change in order to pass in the table to the handler. If this is OK i can do it. Otherwise i do not see how this can be solved. Thanks for the review :),1,10320,2014/1/21 10:36,2014/1/13 13:15,2014/1/20 22:46,11,MERGED,11,656,2,3,8,positive
4025,"Patch Set 8: Verified+1 Code-Review+2 IP-Clean+1CQ approved, code looks good, thanks for the contribution",8,10320,2014/2/26 20:58,2014/1/13 13:15,2014/2/26 20:55,0,MERGED,12,364,1,2,8,positive
4027,"Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1CQ approved, code looks good, thanks for the contribution",5,10321,2014/2/26 20:47,2014/2/14 19:12,2014/2/26 15:43,5,MERGED,7,359,1,2,5,positive
4028,Patch Set 2:Build SUCCESSFUL. Now starting integration tests...,2,10323,2014/2/26 18:43,2014/2/10 16:27,2014/2/26 11:29,7,MERGED,1,8,2,8,2,positive
4029,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,10323,2014/2/10 16:55,2014/2/10 16:27,2014/2/10 16:27,0,MERGED,1,8,1,10,2,positive
4030,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,10323,2014/2/11 8:38,2014/2/10 16:27,2014/2/10 16:27,16,MERGED,1,8,1,10,2,positive
4031,Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Thanks for the patience Alvaro.This is a great fix!,5,10324,2014/2/26 15:59,2014/1/28 12:55,2014/2/26 15:53,0,MERGED,16,870,2,5,6,positive
4033,Patch Set 1: Code-Review-1 IP-Clean-1(14 comments)Nice job!Minor comments in-line.,1,10324,2014/2/20 18:52,2014/1/28 12:55,2014/2/17 18:16,72,MERGED,16,824,3,5,6,positive
4034,Patch Set 3: Verified+1 IP-Clean+1(4 comments)Just two last things to fix and we're good.Thanks!,3,10324,2014/2/25 21:16,2014/1/28 12:55,2014/2/25 20:28,0,MERGED,16,875,3,7,6,positive
4035,Patch Set 3:(4 comments)Patch set 4 is now available and addresses the comments on patch set 3.   There is one question still open.Thanks a lot for the updates from 'count' to 'word_count' I thought to use 'count' for addressable units but it see it was not valid for all cases.,3,10324,2014/2/26 14:34,2014/1/28 12:55,2014/2/25 20:28,18,MERGED,16,875,3,7,6,positive
4038,Patch Set 5: Verified+1 Code-Review+2 IP-Clean+1Looks good to me.,5,10328,2014/2/26 15:16,2014/2/10 15:28,2014/2/26 14:26,0,MERGED,7,141,3,4,6,positive
4041,"Patch Set 3:(9 comments)Looks good so far, please look at the comments for minor adaptions.",3,10328,2014/2/26 13:13,2014/2/10 15:28,2014/2/11 10:07,363,MERGED,9,212,3,4,6,positive
4044,"Patch Set 7: Code-Review+1 IP-Clean+1(6 comments)Looks good.  I had 2 flavours of comments:1) Opaque items it's always an IContributionItem, so the OpaqueElementUtils get and set methods could be better typed.2) there were 2 or 3 locations where we associated the element with the ICI in the renderer but we don't set the opaque or rendered item.It's up to you if you want to commit this and then fix those in a follow up or fix them and commit.Thanks,Paul",7,10342,2014/2/26 14:26,2014/2/12 21:59,2014/2/26 13:38,0,MERGED,40,5208,3,5,7,positive
4049,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1Looks good.,1,10370,2014/2/6 19:32,2014/2/6 18:19,2014/2/6 18:19,1,MERGED,1,4,2,4,2,positive
4052,Patch Set 3: Verified+1 Code-Review+2 IP-Clean+1Good catch! I tested and confirmed we are no longer archiving junit tests twice with this patch.,3,10379,2014/2/25 14:57,2014/2/24 21:48,2014/2/25 14:48,0,MERGED,1,13,2,3,5,positive
4053,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1Good catch! I tested this and confirmed we're no longer building the zip twice.,1,10379,2014/2/25 14:47,2014/2/24 21:48,2014/2/24 21:48,16,MERGED,1,13,2,3,5,positive
4055,Patch Set 1: Verified+1 Code-Review+2 IP-Clean+1Thanks Baruch! Welcome to Eclipse. Looking forward to see more quality patches.,1,10392,2014/2/24 22:17,2014/2/24 18:13,2014/2/24 18:13,4,MERGED,1,33,2,4,1,positive
4061,"Patch Set 9: Verified+1 Code-Review+1 IP-Clean+1Looks good to me. If you end up updating the patch again, maybe update the copyright years (especially MIExpressions.java which still has 2010)",9,10403,2014/2/10 16:05,2013/8/12 12:21,2014/2/10 15:09,0,MERGED,15,1049,4,8,10,positive
4065,Patch Set 3: Verified+1 Code-Review+2 IP-Clean+1Looks good. We might want to add an interface ITraceValidationStatus soon.,3,10404,2014/2/13 18:44,2014/1/29 16:46,2014/2/13 18:43,0,MERGED,7,789,2,3,4,positive
