ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall
2990,Patch Set 8: Code-Review-1Build Unstable https://hudson.eclipse.org/sirius/job/sirius.gerrit/3363/ : UNSTABLE,8,7966,2015/1/12 15:01,2015/1/8 16:30,2015/1/12 13:16,1,MERGED,8,72,2,3,12,negative
2992,Patch Set 3: Verified-1Build Unstable https://hudson.eclipse.org/sirius/job/sirius.gerrit/3401/ : UNSTABLE,3,7968,2015/1/14 12:44,2014/12/24 9:06,2015/1/14 11:16,1,MERGED,6,410,1,2,4,negative
2995,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/511/ : UNSTABLE,1,7996,2015/1/4 2:07,2015/1/4 0:23,2015/1/4 0:23,1,MERGED,26,354,2,9,1,negative
2996,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/512/ : UNSTABLE,1,7996,2015/1/4 10:59,2015/1/4 0:23,2015/1/4 0:23,10,MERGED,26,354,2,9,1,negative
3004,Patch Set 2:Build Unstable https://hudson.eclipse.org/xtext/job/emf.gerrit/267/ : UNSTABLE,2,8025,2015/1/2 10:29,2014/11/18 14:53,2015/1/2 10:16,0,MERGED,1,16,1,2,4,negative
3005,Patch Set 4:Build Unstable https://hudson.eclipse.org/xtext/job/emf.gerrit/269/ : UNSTABLE,4,8025,2015/1/2 10:46,2014/11/18 14:53,2015/1/2 10:28,0,MERGED,1,16,2,4,4,negative
3007,"Patch Set 5:Sorry for spamming patchsets... the first 2 one I needed to figure out that it is not a good idea to implicit test the key order of a hashmap. 3rd an IT test failed, looked like an hudson env issue, with the 4rd I tried to trigger a new build and improved the test failure message, the 5th includes the fix for Jans comment - the osgi property for the default level is taken from the parameter in case it is specified there.",5,8026,2014/12/11 14:54,2014/12/11 11:05,2014/12/11 13:43,1,MERGED,7,162,3,6,7,negative
3016,"Patch Set 4:I needlessly pushed same patch several times while I just needed to retrigger a hudson build. I need some sleep :-/Latest patch doesn't change the viewer refresh logic anymore (as it had side effects), it now protects against content provider disposal, which should be enough.",4,8029,2014/12/6 16:43,2014/12/6 2:01,2014/12/6 2:01,14,MERGED,2,98,4,10,5,negative
3020,"Patch Set 4:I forgot about the link, sorry:[1]: https://www.eclipse.org/forums/index.php/t/894784/",4,8043,2014/12/16 11:50,2014/12/5 13:55,2014/12/16 11:21,0,MERGED,6,316,2,8,4,negative
3021,Patch Set 1:Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/503/ : UNSTABLE,1,8046,2014/12/31 16:08,2014/12/19 19:51,2014/12/31 15:35,0,MERGED,3,25,2,5,1,negative
3022,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1679/ : UNSTABLE,1,8049,2014/12/2 18:46,2014/12/2 18:01,2014/12/2 18:01,0,MERGED,2,66,2,3,8,negative
3023,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1684/ : UNSTABLE,3,8049,2014/12/3 7:26,2014/12/2 18:01,2014/12/3 6:19,1,MERGED,2,68,3,4,8,negative
3024,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1712/ : UNSTABLE,5,8049,2014/12/9 14:35,2014/12/2 18:01,2014/12/9 13:45,0,MERGED,2,68,2,3,8,negative
3025,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1680/ : UNSTABLE,2,8049,2014/12/2 18:50,2014/12/2 18:01,2014/12/2 18:04,0,MERGED,2,66,2,5,8,negative
3027,Patch Set 1:Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/500/ : UNSTABLE,1,8061,2014/12/31 1:28,2014/12/19 22:32,2014/12/31 0:53,0,MERGED,1,2,2,5,1,negative
3028,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org//job/org.eclipse.scout.rt_gerrit/1909/ : UNSTABLE,1,8066,2014/12/30 15:20,2014/12/30 15:14,2014/12/30 15:14,0,MERGED,7,1313,2,3,3,negative
3044,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1740/ : UNSTABLE,1,8098,2014/12/11 20:04,2014/12/11 19:17,2014/12/11 19:17,0,MERGED,1,2,3,5,2,negative
3048,"Patch Set 2: Code-Review-1I'm sorry, but I have yet another idea for improvement:move the for loop from _afterInsertDom to GridRowContainer as renderRowHeight. Also, use the _forEachRow function there, it's a tiny bit more efficient.",2,8117,2014/12/11 11:48,2014/12/5 12:46,2014/12/11 9:02,2,MERGED,3,39,3,4,3,negative
3055,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1748/ : UNSTABLE,4,8142,2014/12/12 3:32,2014/5/14 10:07,2014/12/12 2:46,0,MERGED,2,34,2,4,5,negative
3058,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1663/ : UNSTABLE,1,8143,2014/11/29 0:01,2014/11/28 22:04,2014/11/28 22:07,1,MERGED,1,34,3,5,3,negative
3060,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1696/ : UNSTABLE,1,8144,2014/12/8 15:07,2014/12/8 14:20,2014/12/8 14:21,0,MERGED,1,12,4,7,3,negative
3061,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1695/ : UNSTABLE,1,8155,2014/12/4 21:53,2014/12/4 20:56,2014/12/4 21:06,0,MERGED,1,11,2,3,3,negative
3063,Patch Set 2:Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1739/ : UNSTABLE,2,8155,2014/12/11 18:48,2014/12/4 20:56,2014/12/11 18:02,0,MERGED,1,13,2,4,3,negative
3066,"Patch Set 1:Not very fan of ""NonNullUtils"" for a name... any better suggestions?",1,8173,2014/12/3 18:28,2014/12/2 13:58,2014/12/3 18:26,0,MERGED,1,43,2,4,8,negative
3068,"Patch Set 5:(1 comment)Once everything will be annotated we won't need this class at all anymore, so we'll be able to remove it and see everywhere it was called. But yeah that won't be anytime soon, so I guess this class will be useful for a while.> you or your cloneB-but I'm not Cloneable, that API is bad! :P",5,8173,2014/12/5 18:02,2014/12/2 13:58,2014/12/5 15:08,2,MERGED,1,63,4,8,8,negative
3069,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org//job/org.eclipse.scout.rt_gerrit/1829/ : UNSTABLE,1,8175,2014/12/11 12:54,2014/12/11 12:46,2014/12/11 12:46,0,MERGED,4,154,2,3,3,negative
3071,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1676/ : UNSTABLE,3,8204,2014/12/1 22:45,2014/11/28 20:30,2014/12/1 22:00,0,MERGED,1,38,3,4,5,negative
3072,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1678/ : UNSTABLE,4,8204,2014/12/2 15:05,2014/11/28 20:30,2014/12/2 14:18,0,MERGED,1,53,3,7,5,negative
3073,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1660/ : UNSTABLE,2,8204,2014/11/28 23:15,2014/11/28 20:30,2014/11/28 20:49,2,MERGED,1,38,2,4,5,negative
3076,Patch Set 4: Code-Review-1(1 comment)Sorry!,4,8205,2014/11/28 15:57,2014/11/21 20:15,2014/11/21 20:15,163,MERGED,5,84,5,16,7,negative
3078,"Patch Set 3:I really dislike this patch and ""I would prefer that you didn't submit this"" but I don't know if it's a valid reason to -1 it.",3,8205,2014/11/11 22:44,2014/11/3 19:46,2014/11/3 21:02,193,MERGED,7,446,5,17,7,negative
3079,"Patch Set 3:I don't mind when null annotations are used to avoid null checks on something non-nullable or to force null checks on something that is known to be nullable.What I dislike is the cruft that is added when you have to null check something that can never be null but isn't tagged as non-nullable, e.g. the illegal state exceptions being thrown, having to create dummy empty strings, or adding unnecessary local variables.Is there a way to assume non-null what is unknown? You can fix a missing null check but that cruft stays forever ;)",3,8205,2014/11/12 22:48,2014/11/3 19:46,2014/11/3 21:02,217,MERGED,7,446,5,17,7,negative
3085,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1671/ : UNSTABLE,1,8215,2014/12/1 17:07,2014/12/1 16:21,2014/12/1 16:21,0,MERGED,2,33,2,3,4,negative
3089,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1665/ : UNSTABLE,2,8226,2014/11/29 0:46,2014/11/28 22:55,2014/11/28 23:01,1,MERGED,1,5,3,5,3,negative
3095,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/423/ : UNSTABLE,1,8246,2014/12/1 9:18,2014/11/30 13:32,2014/11/30 13:35,19,MERGED,1,5,3,9,2,negative
3097,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/431/ : UNSTABLE,1,8250,2014/12/1 14:42,2014/11/18 13:25,2014/12/1 14:18,0,MERGED,3,105,2,7,1,negative
3098,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1657/ : UNSTABLE,1,8254,2014/11/28 21:44,2014/11/28 20:22,2014/11/28 20:22,1,MERGED,1,9,2,6,3,negative
3099,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1669/ : UNSTABLE,1,8254,2014/12/1 15:59,2014/11/28 20:22,2014/11/28 20:22,67,MERGED,1,9,2,6,3,negative
3100,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1670/ : UNSTABLE,2,8254,2014/12/1 16:00,2014/11/28 20:22,2014/12/1 15:13,0,MERGED,1,9,2,4,3,negative
3105,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1673/ : UNSTABLE,2,8260,2014/12/1 18:58,2014/11/24 19:25,2014/12/1 18:12,0,MERGED,1,9,2,4,3,negative
3111,Patch Set 2:Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6521/ : UNSTABLE,2,8283,2014/11/29 1:35,2011/11/29 16:35,2014/11/29 1:16,0,MERGED,2,33,3,6,2,negative
3116,"Patch Set 1: Code-Review-1(5 comments)Since you already implemented it, I'd keep the additional ""force"" option ;-)IMHO, quite a few things need to be changed in the change though: Apart for the individual comments, I don't like adding an integration test. The only new integration aspect is that the new parameter is parsed and passed on correctly. Once we have dropped the error-prone conversion from and to Boolean, this IMHO no longer justifies an integration test. Everything else can be unit tested, so you should do this if you think it's worth it.",1,8297,2014/9/19 16:16,2014/8/25 17:51,2014/8/26 13:51,578,MERGED,16,330,2,3,9,negative
3125,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1528/ : UNSTABLE,1,8327,2014/11/19 6:04,2014/11/19 5:19,2014/11/19 5:20,0,MERGED,1,1,3,5,2,negative
3131,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/670/ : UNSTABLE,1,8356,2014/11/18 18:16,2014/11/14 21:10,2014/11/14 21:10,93,MERGED,1,8,3,7,2,negative
3132,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/671/ : UNSTABLE,1,8357,2014/11/18 18:17,2014/11/14 17:50,2014/11/14 17:50,96,MERGED,2,16,3,6,2,negative
3141,Patch Set 1: Code-Review-2I started to review but stopped after seeing tons of whitespace changes while scrolling down. Please try again.,1,8371,2014/11/14 14:17,2014/10/29 7:31,2014/10/29 7:31,390,MERGED,1,232,4,5,3,negative
3152,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/638/ : UNSTABLE,2,8393,2014/11/11 1:54,2014/11/11 1:12,2014/11/11 1:12,0,MERGED,25,235,2,3,7,negative
3153,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/652/ : UNSTABLE,4,8393,2014/11/12 23:01,2014/11/11 1:12,2014/11/12 22:05,0,MERGED,4,178,2,4,7,negative
3154,Patch Set 6: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/663/ : UNSTABLE,6,8393,2014/11/14 18:13,2014/11/11 1:12,2014/11/13 18:18,23,MERGED,4,180,3,13,7,negative
3155,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/653/ : UNSTABLE,5,8393,2014/11/13 0:43,2014/11/11 1:12,2014/11/12 23:47,0,MERGED,4,178,2,3,7,negative
3156,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/651/ : UNSTABLE,3,8393,2014/11/12 20:39,2014/11/11 1:12,2014/11/12 19:48,0,MERGED,25,235,1,2,7,negative
3157,"Patch Set 2:yup. Sorry I should've said ""we don't need to update master""",2,8395,2014/11/17 20:03,2014/11/17 19:28,2014/11/17 19:29,0,MERGED,1,8,3,10,4,negative
3163,Patch Set 1:Agreed. My fault.,1,8402,2014/10/6 18:36,2014/10/3 16:04,2014/10/3 16:04,74,MERGED,2,2004,3,5,4,negative
3164,"Patch Set 2: Code-Review-1(1 comment)Is the commit complete? When I try this, the properties view doesn't work anymore for the model explorer (It shows empty tabs with a lot of exceptions).Since the Properties View is associated to an IWorkbenchPage (or Part), I'm not sure it is actually legal to ask the MultiDiagramEditor to instantiate it for the ModelExplorer (And multiple instantiation of properties view for the same Part is a little bit tricky). Especially, the properties pages instantiated by the MultiDiagramEditor via the ModelExplorer will probably not be disposed when closing the ModelExplorer view.All this seems a little bit fragile (And indeed, it crashes for me at the first try)",2,8407,2014/10/24 11:14,2014/10/21 16:23,2014/10/22 7:32,51,MERGED,3,520,3,9,4,negative
3168,"Patch Set 2: Verified+1 Code-Review+2Ok for me, but unfortunately, I won't be able to push until CI is up again.",2,8410,2014/11/5 10:59,2014/11/3 13:48,2014/11/4 9:32,25,MERGED,1,59,4,7,3,negative
3175,"Patch Set 1:Sorry for trivial fix, its just out of sympathy to the guy who can't open the 99% ready diagram",1,8416,2014/11/6 1:37,2014/11/6 1:27,2014/11/6 1:27,0,MERGED,1,2,2,4,1,negative
3181,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1429/ : UNSTABLE,1,8429,2014/10/31 16:27,2014/10/31 15:35,2014/10/31 15:35,0,MERGED,1,42,3,5,2,negative
3182,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org//job/org.eclipse.scout.rt_gerrit/1659/ : UNSTABLE,1,8431,2014/11/5 12:23,2014/11/5 9:10,2014/11/5 12:12,0,MERGED,3,30,1,2,5,negative
3184,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org//job/org.eclipse.scout.rt_gerrit/1658/ : UNSTABLE,1,8437,2014/11/5 12:17,2014/11/5 9:10,2014/11/5 12:10,0,MERGED,3,30,2,5,3,negative
3196,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1443/ : UNSTABLE,1,8452,2014/11/4 13:18,2014/11/4 10:05,2014/11/4 12:31,0,MERGED,1,14,3,7,3,negative
3197,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1444/ : UNSTABLE,1,8452,2014/11/4 14:31,2014/11/4 10:05,2014/11/4 12:31,1,MERGED,1,14,3,7,3,negative
3203,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1440/ : UNSTABLE,2,8478,2014/11/3 21:32,2014/10/31 22:14,2014/11/3 20:46,0,MERGED,6,69,2,5,4,negative
3205,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1436/ : UNSTABLE,1,8478,2014/11/1 19:18,2014/10/31 22:14,2014/10/31 22:20,20,MERGED,6,69,3,7,4,negative
3210,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1441/ : UNSTABLE,5,8489,2014/11/4 10:44,2014/10/6 7:20,2014/11/4 9:59,0,MERGED,7,66,2,7,6,negative
3211,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1442/ : UNSTABLE,5,8489,2014/11/4 12:52,2014/10/6 7:20,2014/11/4 9:59,2,MERGED,7,66,2,7,6,negative
3217,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1389/ : UNSTABLE,4,8497,2014/10/20 16:31,2014/10/20 12:29,2014/10/20 15:28,1,MERGED,20,388,2,5,7,negative
3218,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1385/ : UNSTABLE,2,8497,2014/10/20 15:42,2014/10/20 12:29,2014/10/20 14:30,1,MERGED,19,367,2,3,7,negative
3219,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1384/ : UNSTABLE,1,8497,2014/10/20 15:06,2014/10/20 12:29,2014/10/20 14:04,1,MERGED,19,368,2,3,7,negative
3220,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/p2/job/p2-gerrit/284/ : UNSTABLE,3,8505,2014/10/21 16:45,2014/10/21 16:01,2014/10/21 16:01,0,MERGED,4,120,3,5,3,negative
3222,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1383/ : UNSTABLE,1,8534,2014/10/20 14:58,2014/10/20 14:14,2014/10/20 14:14,0,MERGED,1,6,2,3,3,negative
3225,Patch Set 3: Code-Review-1(4 comments)Strange unimplemented operation was introduced into the model.Generated code was seriously  changed for unknown reason.,3,8557,2014/10/20 11:01,2014/10/20 9:50,2014/10/20 9:51,1,MERGED,27,4407,2,2,5,negative
3226,Patch Set 2:My bad i deleted the editable behavior in my first patch,2,8566,2014/10/20 22:26,2014/10/20 22:14,2014/10/20 22:24,0,MERGED,1,26,2,4,2,negative
3230,Patch Set 2:(1 comment)Perfect but JDT added a whitespace. Sorry,2,8568,2014/10/20 21:06,2014/10/20 19:52,2014/10/20 21:02,0,MERGED,1,25,3,4,4,negative
3233,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/696/ : UNSTABLE,1,8576,2014/10/20 16:14,2014/10/20 15:48,2014/10/20 15:48,0,MERGED,2,16,2,6,1,negative
3234,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdo/job/emf-cdo-gerrit/183/ : UNSTABLE,2,8581,2014/10/17 10:24,2014/10/16 15:57,2014/10/17 9:46,0,MERGED,5,162,2,3,7,negative
3239,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1381/ : UNSTABLE,1,8584,2014/10/20 12:14,2014/10/20 11:31,2014/10/20 11:31,0,MERGED,1,7,3,5,4,negative
3252,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6391/ : UNSTABLE,1,8625,2014/10/6 22:38,2014/10/6 12:04,2014/10/6 22:08,0,MERGED,2,122,2,3,4,negative
3253,Patch Set 14: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/604/ : UNSTABLE,14,8634,2014/6/23 19:23,2014/6/2 19:40,2014/6/23 18:54,0,MERGED,8,51,2,3,30,negative
3254,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/575/ : UNSTABLE,1,8634,2014/6/2 20:08,2014/6/2 19:40,2014/6/2 19:40,0,MERGED,2,10,2,4,30,negative
3256,Patch Set 15: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/605/ : UNSTABLE,15,8634,2014/6/23 20:09,2014/6/2 19:40,2014/6/23 19:41,0,MERGED,9,107,2,3,30,negative
3257,Patch Set 16: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/606/ : UNSTABLE,16,8634,2014/6/29 20:12,2014/6/2 19:40,2014/6/29 19:43,0,MERGED,10,128,2,3,30,negative
3258,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/582/ : UNSTABLE,4,8634,2014/6/4 18:39,2014/6/2 19:40,2014/6/4 18:10,0,MERGED,3,29,2,3,30,negative
3259,Patch Set 27: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/661/ : UNSTABLE,27,8634,2014/9/12 18:24,2014/6/2 19:40,2014/9/12 17:52,0,MERGED,16,223,3,5,30,negative
3260,Patch Set 24: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/650/ : UNSTABLE,24,8634,2014/8/29 19:46,2014/6/2 19:40,2014/8/29 19:24,0,MERGED,16,256,2,5,30,negative
3261,Patch Set 24: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/654/ : UNSTABLE,24,8634,2014/8/30 13:38,2014/6/2 19:40,2014/8/29 19:24,18,MERGED,16,256,2,5,30,negative
3262,Patch Set 28:(9 comments)I think this is close! Sorry it took me a while to get back to it.,28,8634,2014/10/2 16:22,2014/6/2 19:40,2014/9/17 19:58,356,MERGED,16,245,3,5,30,negative
3263,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/578/ : UNSTABLE,3,8634,2014/6/4 16:59,2014/6/2 19:40,2014/6/4 16:31,0,MERGED,2,23,2,3,30,negative
3264,Patch Set 6: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/591/ : UNSTABLE,6,8634,2014/6/19 11:35,2014/6/2 19:40,2014/6/19 11:06,0,MERGED,5,45,2,3,30,negative
3266,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/590/ : UNSTABLE,5,8634,2014/6/19 7:30,2014/6/2 19:40,2014/6/19 7:01,0,MERGED,4,32,2,3,30,negative
3267,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/576/ : UNSTABLE,2,8634,2014/6/3 18:41,2014/6/2 19:40,2014/6/3 18:08,0,MERGED,2,21,2,5,30,negative
3268,Patch Set 30: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/685/ : UNSTABLE,30,8634,2014/10/8 18:26,2014/6/2 19:40,2014/10/8 17:51,0,MERGED,16,264,2,6,30,negative
3269,Patch Set 25: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/656/ : UNSTABLE,25,8634,2014/8/30 14:45,2014/6/2 19:40,2014/8/30 14:08,0,MERGED,16,257,2,3,30,negative
3270,Patch Set 10: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-tasks/600/ : UNSTABLE,10,8634,2014/6/20 19:03,2014/6/2 19:40,2014/6/20 18:26,0,MERGED,7,45,2,3,30,negative
3272,"Patch Set 2:Hi Lars, sorry for making review harder. I understand you concern, I just following the Coding Conventions (https://wiki.eclipse.org/Coding_Conventions). Maybe this should be updated since JDT automatically adds Tab instead of Spaces. I'm updating the patch.",2,8641,2014/10/6 1:36,2014/10/3 15:00,2014/10/3 15:06,58,MERGED,2,274,3,6,6,negative
3283,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1357/ : UNSTABLE,1,8686,2014/10/7 15:41,2014/10/7 14:58,2014/10/7 14:58,0,MERGED,2,4,3,7,2,negative
3293,"Patch Set 1:My idea was to avoid the word ""shorthand"", as border-top and etc. are also shorthands. Specifying additional attribute in theme xml files is a good idea, but will be confusing because of that - border is marked as shorthand, but not border-top. But at the end I thing it's acceptable.",1,8710,2014/9/26 9:37,2014/9/23 9:01,2014/9/23 9:05,72,MERGED,4,94,4,8,3,negative
3301,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1295/ : UNSTABLE,2,8750,2014/9/23 15:05,2014/9/22 20:43,2014/9/23 14:22,0,MERGED,1,33,4,11,3,negative
3302,Patch Set 6: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1294/ : UNSTABLE,6,8755,2014/9/23 15:05,2014/9/19 17:31,2014/9/22 19:58,19,MERGED,1,83,2,6,7,negative
3314,"Patch Set 2: Code-Review-1(1 comment)Sorry for the late answer, I was in holidays for the two last weeks.Just a little style nit to fix and this review can be pushed.",2,8787,2014/9/25 8:01,2014/9/8 13:40,2014/9/8 14:07,401,MERGED,5,308,3,4,3,negative
3315,Patch Set 1:Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/387/ : UNSTABLE,1,8789,2014/9/24 23:34,2014/9/24 23:13,2014/9/24 23:13,0,MERGED,16,1896,2,5,1,negative
3316,Patch Set 1:Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/386/ : UNSTABLE,1,8790,2014/9/24 23:09,2014/9/24 22:35,2014/9/24 22:44,0,MERGED,67,857,2,5,1,negative
3319,"Patch Set 1: Code-Review+2Good going. Back when it was a manual .dispose() it would do it in the correct order, then 6933194b4 came along and screwed it all up...+1 for having CI run on Windows too, it's annoying to find these months later!",1,8815,2014/9/11 23:41,2014/9/11 14:38,2014/9/11 14:39,9,MERGED,1,8,3,4,2,negative
3321,Patch Set 6: Code-Review+2Opinions noted. The abstract classes are pretty useless now since there is no longer anything in them. Tests are a work in progress. At lest now they really test with the extension point mock.,6,8819,2014/9/11 21:22,2014/9/1 16:50,2014/9/11 17:21,4,MERGED,59,5180,2,4,7,negative
3322,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1234/ : UNSTABLE,4,8819,2014/9/10 15:54,2014/9/1 16:50,2014/9/10 15:11,0,MERGED,59,5161,2,3,7,negative
3324,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1236/ : UNSTABLE,1,8832,2014/9/11 5:07,2014/9/10 10:35,2014/9/10 10:35,18,MERGED,1,4,2,7,3,negative
3325,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/1237/ : UNSTABLE,1,8832,2014/9/11 13:58,2014/9/10 10:35,2014/9/10 10:35,27,MERGED,1,4,2,7,3,negative
3326,"Patch Set 1:This change replace change 28611. (Sorry for the inconveniences, I got some troubles with Gerrit)The requested event is now propagated.The mispelled class is corrected.",1,8833,2014/6/25 17:30,2014/6/24 10:59,2014/6/25 17:21,0,MERGED,5,182,3,5,3,negative
3327,Patch Set 1:correction. With Oracle's java 8 it fails on profiling testing:[INFO] Linux Tools Profiling Provider Tests Plug-in ...... FAILURE [3.773s],1,8834,2014/9/10 20:37,2014/9/10 20:18,2014/9/10 20:18,0,MERGED,4,137,3,6,3,negative
3338,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit-stable.gerrit/365/ : UNSTABLE,1,8861,2014/9/8 10:43,2014/9/8 10:19,2014/9/8 10:24,0,MERGED,5,113,3,7,1,negative
